"t_stats"	"t_test_p"	"padj"
"Pseudoflavonifractor"	-0.216635647412533	0.829122981012554	0.883196218904677
"unclassified Clostridiales (miscellaneous)"	-1.50887283865793	0.135982814613863	0.368656979365947
"Intestinimonas"	-2.38871354447384	0.0196277301521248	0.202404259032285
"Coprobacillus"	-0.998976524351003	0.321289297269083	0.469945539289106
"unclassified Erysipelotrichaceae"	-1.01762059916315	0.312378879044847	0.469945539289106
"Erysipelatoclostridium"	-0.385469724429517	0.70106690059302	0.789707543196735
"Phascolarctobacterium"	-1.03258080401438	0.305358827489276	0.469945539289106
"Megasphaera"	-1.35434018570253	0.180011946908861	0.380935794297148
"Veillonella"	-1.30554063462873	0.196008393628797	0.400183803658795
"Dialister"	-2.05822083387773	0.0439343917455262	0.287038026070771
"unclassified Firmicutes sensu stricto (miscellaneous)"	-1.03146068372956	0.306042462346126	0.469945539289106
"Actinomyces"	-1.6972068717826	0.0941440771184619	0.341708131763306
"Trueperella"	-1.23228295550351	0.221970024648893	0.41832812337676
"Schaalia"	-2.52330800820947	0.0139017203416621	0.202404259032285
"Bifidobacterium"	1.17635165433723	0.243454456711134	0.441146428419114
"Rothia"	-2.136045882561	0.0361745168020046	0.272700203584342
"Corynebacterium"	-1.27010266498053	0.208358537029171	0.416717074058342
"Mycobacterium"	-1.85596580162448	0.0677859377570253	0.291166146862227
"Mycobacteroides"	-2.37587365590862	0.0202499486033218	0.202404259032285
"Streptomyces"	-2.56695105903149	0.0124458938534181	0.202404259032285
"Collinsella"	0.882974575949365	0.380272392944462	0.524883021247286
"Atopobium"	-0.715787899312557	0.476517531063196	0.614456816370964
"Eggerthella"	-2.07639588569618	0.0416278138671349	0.287038026070771
"Flavobacterium"	-1.36990972566798	0.175642855324136	0.380935794297148
"Chryseobacterium"	-1.85665703904711	0.0675684352223164	0.291166146862227
"unclassified Flavobacteriales (miscellaneous)"	-2.75272958292523	0.00766308025805145	0.202404259032285
"unclassified Bacteroidetes"	-1.00757605839337	0.317164852817739	0.469945539289106
"Bacteroides"	-3.16270403271366	0.00232102416521601	0.202404259032285
"Alistipes"	-1.51541054663132	0.134223726027721	0.368656979365947
"Porphyromonas"	-1.51974342893081	0.133200313424639	0.368656979365947
"unclassified Porphyromonadaceae"	-1.92556448207767	0.0582243683226393	0.291166146862227
"Prevotella"	-2.29537291584165	0.0247841949835451	0.202404259032285
"Prevotellaceae: environmental samples"	-1.16472910866125	0.248391256217988	0.441146428419114
"unclassified Prevotellaceae"	-2.45859453121304	0.0164253164235815	0.202404259032285
"Paraprevotella"	-2.53076967320037	0.0136399262295561	0.202404259032285
"Bacteroidales: environmental samples"	-1.47694954972645	0.144203971976359	0.368656979365947
"Odoribacter"	-1.89403685757453	0.0623995493166272	0.291166146862227
"Butyricimonas"	-2.42041304078651	0.0181017484341996	0.202404259032285
"unclassified Muribaculaceae"	-1.34754661434187	0.182693697264959	0.380935794297148
"Barnesiella"	-1.56918256588768	0.121117423641753	0.368656979365947
"Tannerella"	-1.45336596788225	0.150619642182954	0.368656979365947
"Parabacteroides"	-1.90341141253038	0.0611876081000034	0.291166146862227
"unclassified Bacteroidales (miscellaneous)"	-1.81359392447036	0.0742770782811804	0.291166146862227
