"t_stats"	"t_test_p"	"padj"
"Veillonella dispar"	0.750349329019914	0.455575785366502	0.982829038415759
"Actinomyces oris"	-0.616932184619639	0.539333627656743	0.992884524778303
"Rothia mucilaginosa"	-1.24096359576356	0.218812235045417	0.911500932387569
"Mycobacteroides abscessus"	-0.385625084449814	0.700944221212301	0.992884524778303
"Atopobium parvulum"	0.431934870545717	0.667131926540391	0.992884524778303
"Bacteroides fragilis"	-0.381282020307254	0.704198008553475	0.992884524778303
"Bacteroides thetaiotaomicron"	0.407415097502096	0.685053112400891	0.992884524778303
"Bacteroides uniformis"	-0.413422877112761	0.680565623136487	0.992884524778303
"Bacteroides vulgatus"	-0.140924740322341	0.888354810592932	0.992884524778303
"Bacteroides eggerthii"	-0.380874445094884	0.704483353033541	0.992884524778303
"Bacteroides ovatus"	-1.02955439354182	0.307060571813024	0.927132726143551
"Bacteroides sp."	-0.397441782448616	0.692311717175926	0.992884524778303
"Bacteroides stercoris"	-0.730608926430466	0.467459114734079	0.982829038415759
"Bacteroides caccae"	-1.48904606480238	0.141286764668987	0.89164659596826
"Bacteroides sp. AR29"	-0.0976433210211648	0.922495858096696	0.992884524778303
"Bacteroides massiliensis"	-1.01740691788865	0.312481406487673	0.927132726143551
"Bacteroides cellulosilyticus"	-1.70233343106208	0.0934360013986219	0.826171466777165
"Bacteroides salyersiae"	-2.03203929745579	0.0459471656934417	0.679344547195382
"Bacteroides plebeius"	-1.4393424934609	0.154645396788782	0.893780921378901
"Bacteroides coprocola"	-1.53415884536487	0.129665018363529	0.89164659596826
"Bacteroides pyogenes"	-0.245691772668894	0.806641133427431	0.992884524778303
"Bacteroides intestinalis"	-1.06120670696354	0.292308290427048	0.927132726143551
"Bacteroides finegoldii"	-1.08229037963949	0.282881651109432	0.927132726143551
"Bacteroides dorei"	-0.377500339666178	0.707016159346466	0.992884524778303
"Bacteroides xylanisolvens"	0.700021713562498	0.486238897644915	0.991422167925347
"Bacteroides gallinarum"	-1.12577290169428	0.264117412098278	0.927132726143551
"Bacteroides coprophilus"	-1.49899349658336	0.138425150551334	0.89164659596826
"Bacteroides sp. 1_1_30"	-0.10287010908064	0.918371280909137	0.992884524778303
"Bacteroides sp. 3_1_13"	0.334735698676235	0.738849103382711	0.992884524778303
"Bacteroides sp. 3_1_23"	0.0089507582900668	0.992884524778303	0.992884524778303
"Bacteroides sp. 3_1_33FAA"	-1.53856688241657	0.12842440341066	0.89164659596826
"Bacteroides sp. 4_1_36"	-1.97774579721834	0.051924423989456	0.679344547195382
"Bacteroides sp. 4_3_47FAA"	-0.820248156855858	0.414867110972537	0.982829038415759
"Bacteroides sp. 9_1_42FAA"	-0.562155241582719	0.575832066807303	0.992884524778303
"Bacteroides sp. 1_1_14"	-0.746750532448935	0.457778033021605	0.982829038415759
"Bacteroides sp. 2_2_4"	0.580496283693086	0.563461378520685	0.992884524778303
"Bacteroides sp. 3_1_40A"	-1.66816459261311	0.0999825341959626	0.826171466777165
"Bacteroides sp. D2"	-0.334985600806144	0.738669511286254	0.992884524778303
"Bacteroides sp. D20"	-0.286233840439541	0.775545229162609	0.992884524778303
"Bacteroides sp. D22"	0.232992355303102	0.816450705510776	0.992884524778303
"Bacteroides clarus"	-2.08034904306174	0.0413860649955396	0.679344547195382
"Bacteroides fluxus"	-0.623653824531496	0.534891302728972	0.992884524778303
"Bacteroides oleiciplenus"	-1.18221147986661	0.241266664870718	0.927132726143551
"Bacteroides sartorii"	-0.466423125067488	0.642434613002933	0.992884524778303
"Bacteroides faecis"	-0.956003212157066	0.342507631314178	0.927132726143551
"Bacteroides sp. UNK.MGS-14"	-2.3968764209915	0.0192751922385906	0.432315025922674
"Bacteroides sp. HMSC067B03"	-0.0651388777632762	0.948252536795856	0.992884524778303
"Bacteroides sp. HMSC068A09"	0.0394644522997599	0.968632975684146	0.992884524778303
"Bacteroides sp. HMSC073E02"	-0.917925935249416	0.36216838843738	0.952724958800668
"Bacteroides caecimuris"	0.177153919837699	0.859913804288985	0.992884524778303
"Bacteroides bouchesdurhonensis"	-1.82192985996034	0.0727747937835612	0.826171466777165
"Bacteroides sp. 43_108"	-0.722233364457191	0.472602583019997	0.982829038415759
"Bacteroides sp. 43_46"	-1.30211998542828	0.197168122840444	0.893780921378901
"Bacteroides sp. UBA3406"	-0.090273123958133	0.928333604323438	0.992884524778303
"Bacteroides sp. UBA7156"	-1.32639239030651	0.189056653327638	0.893780921378901
"Bacteroides sp. NMBE5"	-0.0899101239361667	0.928620129377501	0.992884524778303
"Bacteroides sp. AF39-11AC"	-0.615950554869766	0.539926962194616	0.992884524778303
"Bacteroides sp. AF17-1"	-1.04768925895421	0.298387555999465	0.927132726143551
"Bacteroides sp. AF25-18"	-1.22036371482517	0.22642379849118	0.911500932387569
"Bacteroides sp. AF29-11"	-0.493170288134601	0.623436970012277	0.992884524778303
"Bacteroides sp. AF32-15BH"	-0.748009769985212	0.456969740268866	0.982829038415759
"Bacteroides sp. AF34-31BH"	-1.60403682506388	0.113265467698072	0.889133921429867
"Bacteroides sp. AF39-10AT"	-1.32703719897358	0.188813387318532	0.893780921378901
"Bacteroides sp. AM16-13"	0.0134396147669378	0.989316102251261	0.992884524778303
"Bacteroides sp. AM16-15"	-1.75318063074809	0.0839549700738631	0.826171466777165
"Bacteroides sp. AM23-18"	-2.45190899358244	0.016875668623356	0.432315025922674
"Bacteroides sp. AM25-34"	0.0692688054506427	0.944989713409272	0.992884524778303
"Bacteroides sp. AM37-9"	0.286784289897452	0.775135940438168	0.992884524778303
"Bacteroides sp. AM54-2NS"	0.717109352888267	0.475764375284061	0.982829038415759
"Bacteroides sp. CF01-10NS"	1.40515959980513	0.164478947345009	0.893780921378901
"Bacteroides sp. OF03-11BH"	-0.561356483539635	0.57644158905755	0.992884524778303
"Bacteroides sp. AF32-8BH"	-0.561084254214516	0.576545501273031	0.992884524778303
"Bacteroides sp. AM56-10ce"	0.306341837958809	0.760269483371346	0.992884524778303
"uncultured Bacteroides sp."	-1.30054611190755	0.19770194556263	0.893780921378901
"Bacteroides sp. CAG:754"	-0.060618590750723	0.951840122047246	0.992884524778303
"Alistipes putredinis"	-1.01000545039984	0.316019441361958	0.927132726143551
"Alistipes finegoldii"	-0.798365729985114	0.427416316039751	0.982829038415759
"Alistipes shahii"	-1.00728277081558	0.317269106224203	0.927132726143551
"Porphyromonas sp. 31_2"	-0.4378508001075	0.66286109204086	0.992884524778303
"Prevotella sp."	0.0366540769587623	0.970874995304285	0.992884524778303
"Prevotella copri"	-0.967656326270026	0.336687144504505	0.927132726143551
"uncultured Prevotella sp."	-0.209853221125614	0.83448810566549	0.992884524778303
"uncultured Prevotellaceae bacterium"	-0.209988014758153	0.834410747569759	0.992884524778303
"Paraprevotella clara"	-2.93261288569878	0.0045406584105808	0.142576674092237
"Odoribacter splanchnicus"	-1.48565187544055	0.141981942033162	0.89164659596826
"Parabacteroides distasonis"	-0.361207101568483	0.719136205331297	0.992884524778303
"Parabacteroides merdae"	-3.0682499888099	0.0031202059118831	0.122468082041412
"Parabacteroides goldsteinii"	-1.69944630483354	0.0937388700594396	0.826171466777165
"Parabacteroides johnsonii"	-2.20889510449649	0.0305255436517477	0.59906379416555
"Parabacteroides sp. 20_3"	-0.105132100189444	0.916577053498908	0.992884524778303
"Parabacteroides sp. D13"	-0.913541478981944	0.364098710369682	0.952724958800668
"Parabacteroides sp. D26"	-0.810162739929383	0.420618659780963	0.982829038415759
"Parabacteroides sp. SN4"	-1.99089268678898	0.0506414625576685	0.679344547195382
