"t_stats"	"t_test_p"	"padj"
"Flavonifractor plautii"	-0.66243032362556	0.512182148414511	0.998951280850989
"uncultured Flavonifractor sp."	-0.978009490786225	0.334985707903615	0.998951280850989
"Clostridiales bacterium"	-0.729231061478065	0.470855514393221	0.998951280850989
"Clostridiales bacterium UBA1707"	-0.394679078806481	0.695555154062725	0.998951280850989
"Intestinimonas butyriciproducens"	-0.44261581105016	0.660853828696176	0.998951280850989
"[Clostridium] innocuum"	-0.369681764710826	0.713991534464167	0.998951280850989
"Erysipelatoclostridium ramosum"	0.797620924455568	0.430633839300494	0.998951280850989
"Veillonella parvula"	1.12060278057252	0.270405485335864	0.998951280850989
"Veillonella atypica"	1.58769394374167	0.121870854145361	0.998951280850989
"Veillonella dispar"	1.93505863563354	0.0613398603645047	0.998951280850989
"Actinomyces oris"	1.00915086323707	0.320633526027227	0.998951280850989
"Rothia mucilaginosa"	1.91879508608179	0.0634809013541542	0.998951280850989
"Mycobacteroides abscessus"	1.10807310739135	0.276202879754974	0.998951280850989
"Atopobium parvulum"	1.46087900822998	0.153952609724359	0.998951280850989
"Bacteroides fragilis"	1.47102400642683	0.151005781865002	0.998951280850989
"Bacteroides thetaiotaomicron"	0.20031685073311	0.8424273450768	0.998951280850989
"Bacteroides uniformis"	0.380478221707298	0.70643126246853	0.998951280850989
"Bacteroides vulgatus"	0.634608140203116	0.530273687117379	0.998951280850989
"Bacteroides eggerthii"	-0.142182175141151	0.887885561708425	0.998951280850989
"Bacteroides ovatus"	0.120973100726301	0.904562766001248	0.998951280850989
"Bacteroides sp."	0.500050871293987	0.620417188298608	0.998951280850989
"Bacteroides stercoris"	0.159771529861574	0.87400819535064	0.998951280850989
"Bacteroides caccae"	0.711067052466678	0.482057179813353	0.998951280850989
"Bacteroides sp. AR29"	0.235415945492813	0.815322087359074	0.998951280850989
"Bacteroides massiliensis"	-0.17315006198802	0.863691735132135	0.998951280850989
"Bacteroides cellulosilyticus"	0.388729664931409	0.699929267020969	0.998951280850989
"Bacteroides salyersiae"	0.58560443805697	0.562392723307379	0.998951280850989
"Bacteroides plebeius"	1.01377540859101	0.317853270210302	0.998951280850989
"Bacteroides coprocola"	-0.348670914133269	0.729570463406727	0.998951280850989
"Bacteroides pyogenes"	0.68191859536706	0.500027120738803	0.998951280850989
"Bacteroides intestinalis"	1.40488690536637	0.169201550886304	0.998951280850989
"Bacteroides finegoldii"	0.477696717825943	0.636103397317863	0.998951280850989
"Bacteroides dorei"	-0.671861590895691	0.506294961989647	0.998951280850989
"Bacteroides xylanisolvens"	0.301466231281447	0.765104099148689	0.998951280850989
"Bacteroides gallinarum"	0.437664965095144	0.664551528653421	0.998951280850989
"Bacteroides coprophilus"	1.29685667011636	0.203463831544296	0.998951280850989
"Bacteroides sp. 1_1_30"	0.359188601343774	0.721794598883347	0.998951280850989
"Bacteroides sp. 3_1_13"	0.125395145836099	0.901045000913729	0.998951280850989
"Bacteroides sp. 3_1_23"	0.577109784877423	0.567932645094032	0.998951280850989
"Bacteroides sp. 3_1_33FAA"	-0.373076658032386	0.711496594016979	0.998951280850989
"Bacteroides sp. 4_1_36"	0.188003503210839	0.852007076541561	0.998951280850989
"Bacteroides sp. 4_3_47FAA"	0.681112626918138	0.500689438808766	0.998951280850989
"Bacteroides sp. 9_1_42FAA"	0.836596323316985	0.40926357804863	0.998951280850989
"Bacteroides sp. 1_1_14"	0.231032892884131	0.818690341108536	0.998951280850989
"Bacteroides sp. 2_2_4"	0.828110786260866	0.413910773164555	0.998951280850989
"Bacteroides sp. 3_1_40A"	0.234503840002845	0.816048660236743	0.998951280850989
"Bacteroides sp. D2"	0.0504794777442113	0.960038966095826	0.998951280850989
"Bacteroides sp. D20"	0.83690918299029	0.409522651143688	0.998951280850989
"Bacteroides sp. D22"	-0.142027397424301	0.887970421113513	0.998951280850989
"Bacteroides clarus"	-0.140338248693194	0.88922243989079	0.998951280850989
"Bacteroides fluxus"	1.21919906577697	0.232181132007733	0.998951280850989
"Bacteroides oleiciplenus"	1.32776064233462	0.193740253635537	0.998951280850989
"Bacteroides sartorii"	-0.653688771887373	0.517729148113375	0.998951280850989
"Bacteroides faecis"	0.547602136387573	0.587544964100604	0.998951280850989
"Bacteroides sp. UNK.MGS-14"	-0.898665966288459	0.37561863003807	0.998951280850989
"Bacteroides sp. HMSC067B03"	0.0432954780809294	0.965736447084422	0.998951280850989
"Bacteroides sp. HMSC068A09"	0.440477051693589	0.662475224023423	0.998951280850989
"Bacteroides sp. HMSC073E02"	0.29377869732138	0.770732850597552	0.998951280850989
"Bacteroides caecimuris"	0.22389017386694	0.824343426880496	0.998951280850989
"Bacteroides bouchesdurhonensis"	-0.540002786014865	0.59276942791542	0.998951280850989
"Bacteroides sp. 43_108"	-0.165385920260926	0.86963849066367	0.998951280850989
"Bacteroides sp. 43_46"	0.312467011915826	0.756614402514848	0.998951280850989
"Bacteroides sp. UBA3406"	-0.0949564517411778	0.924934518143273	0.998951280850989
"Bacteroides sp. UBA7156"	0.891496728368288	0.379630715099974	0.998951280850989
"Bacteroides sp. NMBE5"	-1.24686198969559	0.220987313270122	0.998951280850989
"Bacteroides sp. AF39-11AC"	0.630404389803172	0.532644982448742	0.998951280850989
"Bacteroides sp. AF17-1"	-2.07911171179956	0.0453640314539047	0.998951280850989
"Bacteroides sp. AF25-18"	-0.107315410340929	0.915258857685935	0.998951280850989
"Bacteroides sp. AF29-11"	-0.371072591722619	0.71316635382642	0.998951280850989
"Bacteroides sp. AF32-15BH"	0.0808894757941294	0.936024211193334	0.998951280850989
"Bacteroides sp. AF34-31BH"	0.542689854836271	0.591201823646515	0.998951280850989
"Bacteroides sp. AF39-10AT"	-0.715235529666887	0.479349853879835	0.998951280850989
"Bacteroides sp. AM16-13"	-0.554184642007513	0.583171023514986	0.998951280850989
"Bacteroides sp. AM16-15"	-0.454781405022253	0.652177664439496	0.998951280850989
"Bacteroides sp. AM23-18"	-0.261094901433806	0.795729486955598	0.998951280850989
"Bacteroides sp. AM25-34"	-0.74472071964339	0.46157300271152	0.998951280850989
"Bacteroides sp. AM37-9"	-0.278458193246992	0.782479947386101	0.998951280850989
"Bacteroides sp. AM54-2NS"	-0.444941842363838	0.659221253837955	0.998951280850989
"Bacteroides sp. CF01-10NS"	1.13273604073463	0.265747578947231	0.998951280850989
"Bacteroides sp. OF03-11BH"	0.0105395055063245	0.991652848880284	0.998951280850989
"Bacteroides sp. AF32-8BH"	0.64425235694803	0.523782844633913	0.998951280850989
"Bacteroides sp. AM56-10ce"	0.386805851246106	0.701532454692674	0.998951280850989
"uncultured Bacteroides sp."	0.865829228911807	0.393507390037123	0.998951280850989
"Bacteroides sp. CAG:754"	-0.0530277113316499	0.958022121114476	0.998951280850989
"Alistipes putredinis"	-1.12818991723246	0.267170044828095	0.998951280850989
"Alistipes finegoldii"	-1.30079667357447	0.20263755837386	0.998951280850989
"Alistipes shahii"	-0.676404350070468	0.503691368623129	0.998951280850989
"Porphyromonas sp. 31_2"	-0.671343858587732	0.506918280101726	0.998951280850989
"Prevotella sp."	1.09973539170018	0.279173614264369	0.998951280850989
"Prevotella copri"	1.321355391971	0.195257147984135	0.998951280850989
"uncultured Prevotella sp."	1.41147618030429	0.168268517698654	0.998951280850989
"uncultured Prevotellaceae bacterium"	0.528864959207676	0.600371529040558	0.998951280850989
"Paraprevotella clara"	1.14986285050109	0.258249300635619	0.998951280850989
"Odoribacter splanchnicus"	-0.0272506138053336	0.978455764997026	0.998951280850989
"Parabacteroides distasonis"	-0.0409053008565594	0.967668223162846	0.998951280850989
"Parabacteroides merdae"	-0.246195796223172	0.807025116262165	0.998951280850989
"Parabacteroides goldsteinii"	-0.162104570208512	0.872254964810707	0.998951280850989
"Parabacteroides johnsonii"	0.395725188718454	0.695175533975192	0.998951280850989
"Parabacteroides sp. 20_3"	-0.00708536241661884	0.994393862700537	0.998951280850989
"Parabacteroides sp. D13"	-0.506180275356739	0.616528979963676	0.998951280850989
"Parabacteroides sp. D26"	-0.80605083530477	0.426553037121441	0.998951280850989
"Parabacteroides sp. SN4"	-0.922892527679993	0.36304132971485	0.998951280850989
