"wi.ep"	"wi.eBH"
"Alphafusellovirus"	0.44138091020331	0.923575889716531
"Ichnovirus"	0.381533205878551	0.907145882566029
"Bracovirus"	0.475879544402891	0.935395190626784
"unclassified Iridoviridae"	0.42849362822199	0.928182577412735
"Iridovirus"	0.446177124156125	0.929384862056127
"Chlorovirus"	0.442624598676342	0.934084124334127
"Prasinovirus"	0.423280625725467	0.919270792027092
"Phaeovirus"	0.40499406122264	0.9153483634835
"Prymnesiovirus"	0.479039203191662	0.934526505155375
"Phycodnaviridae: environmental samples"	0.485010789307864	0.938141006710348
"Coccolithovirus"	0.407620734011335	0.917074660021662
"unclassified Phycodnaviridae"	0.502194056504793	0.939635884621415
"Raphidovirus"	0.379246910979996	0.908395277006648
"Mastadenovirus"	0.342746732093504	0.90010921151713
"Atadenovirus"	0.345538666083654	0.911465619268527
"Siadenovirus"	0.409252923136689	0.924065047593578
"Alphatectivirus"	0.47450612929387	0.929606381690909
"Muvirus"	0.458646714197321	0.928645898275185
"unclassified Myoviridae"	0.278003829374451	0.909847521878919
"Bxz1virus"	0.41539491859238	0.919453979692347
"Phikzvirus"	0.51752056217503	0.943214738579052
"Bcep78virus"	0.329717219192245	0.898161573915112
"Pbunavirus"	0.29640682925772	0.896693704459954
"Agatevirus"	0.453883863976409	0.926034167401038
"Bc431virus"	0.40104491303611	0.912922193563052
"Cd119virus"	0.429592696595736	0.925613089222759
"Ap22virus"	0.415829248104605	0.923718339084907
"B4virus"	0.371516614997772	0.908434047723979
"Bastillevirus"	0.522482809807074	0.947566538740228
"Cvm10virus"	0.422232093159547	0.91920854796094
"Nit1virus"	0.540011831175889	0.94784361995303
"Pakpunavirus"	0.375282005915542	0.913666325098755
"Rheph4virus"	0.437091931569095	0.928521602191366
"Secunda5virus"	0.336516929291187	0.90436254232773
"Tg1virus"	0.474822560976143	0.935197607911531
"Wphvirus"	0.593269915960615	0.959910896991853
"Rslunavirus"	0.356262720222011	0.906047628639995
"Sep1virus"	0.393215540181985	0.912940490327738
"Spn3virus"	0.314922276281528	0.88958646921764
"Marthavirus"	0.44861879875326	0.931111884461825
"M12virus"	0.376184609300962	0.909401481191092
"Msw3virus"	0.466047083378858	0.92921245807558
"Agrican357virus"	0.452815656917016	0.932781190034222
"Arv1virus"	0.355423096154562	0.895179867352489
"Elvirus"	0.39178083001808	0.916185854219163
"Eah2virus"	0.304965994592132	0.891935590579461
"Machinavirus"	0.369871368818444	0.912798398062052
"Svunavirus"	0.494828647948196	0.937117388635421
"unclassified Spounavirinae"	0.0186375218775814	0.665421991011392
"Kayvirus"	0.462671358560657	0.93174695153006
"P100virus"	0.556587315947965	0.952837711539351
"Twortvirus"	0.419228652493063	0.927922144341929
"Tsarbombavirus"	0.449985038290976	0.930334246023336
"P2virus"	0.326685018038333	0.900203384132951
"Hp1virus"	0.334808523799503	0.896237597725374
"T4virus"	0.408987505597753	0.919185066114387
"Schizot4virus"	0.417049429287648	0.923811609812917
"unclassified Tevenvirinae"	0.628023445441785	0.963910714863709
"Cc31virus"	0.443712478538844	0.929163137399218
"Rb49virus"	0.392762182061439	0.916309152604604
"Rb69virus"	0.482635114739346	0.934984518499345
"S16virus"	0.417826913684315	0.923968169613953
"Sp18virus"	0.424348774986934	0.925691500302975
"Js98virus"	0.420181951419169	0.921072097404583
"Jd18virus"	0.304811552633401	0.886119136528439
"Kp15virus"	0.34215554736095	0.904568743715915
"Moonvirus"	0.370741294153519	0.901921893180977
"Cp220virus"	0.389658186576456	0.913528545362236
"Cp8virus"	0.479587354805475	0.935888828092691
"Cr3virus"	0.434759848917894	0.925877416762363
"Se1virus"	0.315258971405676	0.886703965568686
"V5virus"	0.402069398403174	0.91684836178692
"Felixo1virus"	0.505777380745646	0.944660156099276
"Ea214virus"	0.379390543197956	0.913760604918317
"Mooglevirus"	0.552341537125844	0.950424795427239
"C2virus"	0.503776581955366	0.946094066411431
"L5virus"	0.559807387264457	0.952750026965821
"T5virus"	0.38864034313847	0.913794058295386
"unclassified Siphoviridae"	0.532059865486292	0.955229208245172
"Spbetavirus"	0.410063818131808	0.922528506734204
"Yuavirus"	0.353782548969298	0.910150369790329
"Biseptimavirus"	0.41653270610151	0.918007730111239
"Andromedavirus"	0.418450413478915	0.923373381286238
"Barnyardvirus"	0.382499584573045	0.918482867578921
"Bronvirus"	0.430756072417261	0.918734284242608
"Che8virus"	0.310254384168738	0.880780058981187
"Cjw1virus"	0.428431060484282	0.926046729736695
"Corndogvirus"	0.391119196333675	0.918841702080088
"D3112virus"	0.467489317991875	0.924606035630513
"Liefievirus"	0.497920619516527	0.938652311124108
"Hk578virus"	0.384582695177871	0.91139245164327
"Omegavirus"	0.381019444381532	0.912356027417963
"P23virus"	0.539851104124173	0.949735798930669
"Phicbkvirus"	0.510659901089064	0.944318944476048
"E125virus"	0.344598633105639	0.898719656970504
"Phietavirus"	0.526883194344947	0.948002814614319
"Phijl1virus"	0.390558245405232	0.919997517187677
"Sap6virus"	0.347395943769546	0.907395866151134
"Sfi11virus"	0.542090127925571	0.948155364685314
"Sfi21dt1virus"	0.601725298570396	0.959152246024089
"Sk1virus"	0.428551642286538	0.924527056716058
"Tm4virus"	0.486191428976681	0.940083345298118
"Wbetavirus"	0.260946576003248	0.854227468917952
"Xp10virus"	0.371360092032053	0.918138219444826
"C5virus"	0.418432423158785	0.919939671783384
"Cba181virus"	0.436946558477216	0.92711451097595
"Cbastvirus"	0.405572397733465	0.918150032005018
"Nonagvirus"	0.366054081388165	0.90790180871378
"Septima3virus"	0.298442478836373	0.878997462276511
"Seuratvirus"	0.341003461645144	0.90749114623024
"Ssp2virus"	0.401092919335432	0.921775766872464
"Slashvirus"	0.459146951581787	0.929038573142599
"Sextaecvirus"	0.330517191845407	0.88336737612035
"Korravirus"	0.444126829750798	0.931358021279992
"Laroyevirus"	0.496361850086256	0.944150378796924
"Mudcatvirus"	0.464302087964461	0.936341429602208
"Ab18virus"	0.519721468881843	0.937166098266911
"Bernal13virus"	0.478669394896609	0.93715584819237
"Demosthenesvirus"	0.364755324315681	0.897146576720458
"Eiauvirus"	0.3917933259608	0.920879300992348
"Gordonvirus"	0.552074133982722	0.955278607923787
"Gordtnkvirus"	0.396297782399802	0.917581507401146
"Jenstvirus"	0.335105914930978	0.895397365745264
"Jwxvirus"	0.390904146105324	0.919636223834402
"Np1virus"	0.342937382176763	0.902551058300811
"P12002virus"	0.334782845189135	0.905104744979436
"P12024virus"	0.378982612973814	0.910753249567184
"Pa6virus"	0.323117178907664	0.899793950656898
"Pamx74virus"	0.460055877850269	0.9270782590622
"Pepy6virus"	0.473137852269542	0.933488700705193
"Pis4avirus"	0.376605101481812	0.912034373496677
"Rdjlvirus"	0.506722601304717	0.942475490140148
"Rer2virus"	0.396907023725734	0.919262576734669
"Smoothievirus"	0.439409207751632	0.928022531393045
"Soupsvirus"	0.385554360412509	0.916056229065274
"Titanvirus"	0.342986432128465	0.889168065987097
"Ydn12virus"	0.491937391827503	0.938567616989259
"Wildcatvirus"	0.550578620461952	0.946068967624618
"Cronusvirus"	0.307716846590974	0.886824085273855
"Vendettavirus"	0.448736963676821	0.918115255318717
"Doucettevirus"	0.489847600148473	0.931086633116429
"Hk97virus"	0.426776704121683	0.92241403059786
"Wizardvirus"	0.510191376958361	0.945054918772305
"Jerseyvirus"	0.479406936912381	0.930683942246026
"K1gvirus"	0.433973257506735	0.926027400072544
"Sp31virus"	0.396671813561215	0.921713927709806
"unclassified Guernseyvirinae"	0.451620313052895	0.935671680203669
"Kp36virus"	0.332330617248803	0.891193128625627
"Rtpvirus"	0.440101212341507	0.928671291003482
"Rogue1virus"	0.387836315558432	0.9093003644439
"unclassified Tunavirinae"	0.370633813293194	0.911187295903426
"Likavirus"	0.323192358235041	0.899495185072957
"R4virus"	0.37095875571749	0.896466865199248
"Acadianvirus"	0.514938953529081	0.94239936702662
"Coopervirus"	0.545375544033324	0.949800764453414
"Pipefishvirus"	0.415234893546479	0.922645241641935
"Rosebushvirus"	0.377120208673621	0.917877744163857
"unclassified Bclasvirinae"	0.4729592275115	0.933844581231058
"Reyvirus"	0.381452142417686	0.907941501799641
"Bignuzvirus"	0.364769192760664	0.896334497702202
"Fishburnevirus"	0.434967604849326	0.915036490380809
"Che9cvirus"	0.352251725720007	0.909709762260757
"Brujitavirus"	0.371682361212743	0.917959988831806
"Lmd1virus"	0.425935386153388	0.921021933780305
"Una4virus"	0.465123156536509	0.931708209711598
"Baxtervirus"	0.416357022895798	0.924912118254745
"Nymphadoravirus"	0.370497547934188	0.90185362242321
"P22virus"	0.480939301846792	0.934764058621181
"unclassified Podoviridae"	0.146542996023745	0.833847384734782
"Bpp1virus"	0.358595079771977	0.913739480564622
"Epsilon15virus"	0.470955686441757	0.936145874590945
"Luz24virus"	0.427908904010979	0.9266789468579
"Phieco32virus"	0.435908335020404	0.926138785285967
"Bcep22virus"	0.352206146411106	0.900713397644961
"G7cvirus"	0.468694405601332	0.935232839806966
"Lit1virus"	0.38944548251757	0.91986478471118
"Nonanavirus"	0.420405128177075	0.926176514843932
"Vp5virus"	0.443249778719246	0.930041149846197
"Kpp25virus"	0.440582570230554	0.92693831378975
"Luz7virus"	0.35297118451742	0.906473758470503
"Prtbvirus"	0.436521279999292	0.928446693648408
"Jwalphavirus"	0.398508781914003	0.916483102543392
"Sp58virus"	0.476358085478024	0.932549349855965
"T7virus"	0.517367415921379	0.942093303060316
"Phikmvvirus"	0.405110248195339	0.927229883325172
"Sp6virus"	0.488817164594619	0.935944128053805
"unclassified Autographivirinae"	0.483762688400806	0.940025555463942
"Kp34virus"	0.495435065153491	0.938780876510516
"Fri1virus"	0.362716682694311	0.916443153296922
"Pradovirus"	0.341035465451741	0.891961474455838
"Phi29virus"	0.47193582507947	0.929469812368212
"P68virus"	0.478800465439261	0.935985920491184
"unclassified Picovirinae"	0.311254551636817	0.891909144561337
"Cp1virus"	0.486608982235926	0.935768252120213
"unclassified Caudovirales"	0.402380267982247	0.918534996471398
"Caudovirales: environmental samples"	0.451755201912535	0.933997143597006
"unclassified Ackermannviridae"	0.421675818591364	0.923071020318432
"Ag3virus"	0.363944447334031	0.901044100722807
"Ascovirus"	0.408188211253595	0.916907151725653
"unclassified dsDNA phages"	0.53435289541737	0.948720917775428
"Asfivirus"	0.340347155894138	0.896661803424544
"unclassified Papillomaviridae"	0.394633728279595	0.917834688038208
"Gammapapillomavirus"	0.310595775741325	0.898115443845777
"Alphapapillomavirus"	0.475784750097443	0.937768619572035
"Xipapillomavirus"	0.417947336483255	0.918942407108298
"Betapapillomavirus"	0.422185125698111	0.923237901718315
"Dyoomikronpapillomavirus"	0.39706907492335	0.917139792032008
"Treisdeltapapillomavirus"	0.361108616499632	0.905781992944128
"unclassified Polyomaviridae"	0.45564355653898	0.93511321682683
"Betapolyomavirus"	0.691337811726544	0.974121301496884
"Deltapolyomavirus"	0.44047051365884	0.932149597595143
"Whispovirus"	0.446524245106924	0.920029420353341
"unclassified Bicaudaviridae"	0.413591417354503	0.916645852966894
"Simplexvirus"	0.371347653214004	0.913603395773858
"Varicellovirus"	0.45992088233569	0.929501913491933
"Mardivirus"	0.49697603435934	0.941127752838449
"Cytomegalovirus"	0.256731137957105	0.875829333034879
"Muromegalovirus"	0.407288534053418	0.927206191913104
"Roseolovirus"	0.599551422632616	0.961869096898307
"Proboscivirus"	0.384529919006714	0.913463866165869
"Lymphocryptovirus"	0.436253383750364	0.9206471730926
"Rhadinovirus"	0.445370859365953	0.924400726893841
"unclassified Gammaherpesvirinae"	0.451537360092516	0.92805324362936
"Percavirus"	0.372747800265009	0.910875938472479
"Ictalurivirus"	0.371173706512152	0.915480188918317
"Batrachovirus"	0.414503117722343	0.913844342225434
"Cyprinivirus"	0.412285988083803	0.918207627226382
"Ostreavirus"	0.403642709226993	0.912847951407179
"unclassified Herpesvirales"	0.418469215798055	0.914131543115552
"Mimivirus"	0.513934491592146	0.947506454572046
"Cafeteriavirus"	0.409603464948966	0.924246237099317
"Tupanvirus"	0.548359645844467	0.953956776007362
"Indivirus"	0.412241287408172	0.914563152140035
"Catovirus"	0.518927688722948	0.945893601037638
"Hokovirus"	0.445613375901283	0.925863429603367
"Klosneuvirus"	0.549115284650068	0.951721817804345
"Marseillevirus"	0.405513267171955	0.920176181661068
"unclassified Marseilleviridae"	0.380649074927326	0.911930392726661
"Glossinavirus"	0.408218205416058	0.908421485127512
"unclassified Nudiviridae"	0.427935712821464	0.924500409945315
"Alphanudivirus"	0.474310726429523	0.931925946346571
"Betanudivirus"	0.47417849179229	0.935053587194033
"Betalipothrixvirus"	0.363161358264466	0.909788987167532
"unclassified Lipothrixviridae"	0.422690970360037	0.918870904603094
"Rudivirus"	0.393242256646793	0.918519826322276
"Gammasphaerolipovirus"	0.40873789653016	0.922725954341065
"Mavirus"	0.397443079944807	0.918614366656409
"Sputnikvirus"	0.326828640179425	0.894735392901863
"unclassified archaeal dsDNA viruses"	0.434163104761411	0.9280497046401
"Orthoreovirus"	0.390208634553861	0.909336862885613
"Aquareovirus"	0.423693230371585	0.925844144889347
"Fijivirus"	0.458119414862708	0.936250878936361
"Dinovernavirus"	0.452924865532138	0.922450515783855
"Orbivirus"	0.424984346693086	0.932036014366301
"Rotavirus"	0.514668381561275	0.945759317820399
"Leishmaniavirus"	0.342219226359627	0.897614600587883
"unclassified Totiviridae"	0.477669071561698	0.938902357834597
"Alphapartitivirus"	0.42526914326566	0.921688549394418
"unclassified dsRNA viruses"	0.401788731533163	0.919728153034198
"Amalgavirus"	0.432360945550204	0.916991843332261
"Betapleolipovirus"	0.428439164366491	0.924975963510895
"Pithovirus"	0.418152791252514	0.92666961365829
"Pandoravirus"	0.412997831418262	0.928669615250199
"Alphavirus"	0.39954883666661	0.910363795965343
"Flavivirus"	0.47730491536431	0.937865664976517
"Pestivirus"	0.434482525333744	0.919295347324977
"Hepacivirus"	0.397391311772599	0.908358156601005
"Pegivirus"	0.43154477488981	0.926908022150376
"Tritimovirus"	0.371197271683074	0.912323456308728
"Mamastrovirus"	0.394854232326524	0.910217565912898
"unclassified Astroviridae"	0.463185812757193	0.928269671548097
"Closterovirus"	0.352554214559304	0.899906096930393
"Velarivirus"	0.411240876167728	0.922683233153482
"Deltaarterivirus"	0.372443967123558	0.911495967548561
"Betaarterivirus"	0.410185996187918	0.923400391325958
"Alphacoronavirus"	0.339362999229636	0.89107204500846
"Betacoronavirus"	0.425637776752885	0.925225406123968
"Torovirus"	0.450291889973451	0.931660702203166
"Polerovirus"	0.460486215848879	0.928135707230771
"Orthohepevirus"	0.463641814694583	0.92755249709217
"unclassified Picornaviridae"	0.185811824613976	0.859473021638034
"Cosavirus"	0.370015164485881	0.909181785464846
"Fabavirus"	0.397418599570962	0.919572435831284
"Nepovirus"	0.416007195920864	0.921568387265698
"unclassified Iflaviridae"	0.375726980841127	0.913642609414613
"Marafivirus"	0.435262848055829	0.922418039987693
"unclassified Tymoviridae"	0.402467513906301	0.908680534684393
"Vitivirus"	0.440223685264381	0.926089550714279
"unclassified Benyviridae"	0.446261368851543	0.926583149647876
"Respirovirus"	0.40002022068364	0.917658344106616
"unclassified Paramyxoviridae"	0.431594225086075	0.920696276825918
"Ebolavirus"	0.411137707416449	0.919978857544807
"Vesiculovirus"	0.422115841879911	0.928199351776708
"unclassified Rhabdoviridae"	0.414306320167558	0.915742962233814
"Varicosavirus"	0.334693477633798	0.898678664216926
"Tupavirus"	0.437517944650439	0.931462375721838
"Hapavirus"	0.329798472445951	0.891803914927018
"Orthobornavirus"	0.450341902536474	0.931678885571549
"Mammarenavirus"	0.447038560246723	0.932401598975874
"Orthohantavirus"	0.396681703996848	0.914685918073456
"Shaspivirus"	0.385130919680154	0.91889913531875
"Striwavirus"	0.445971890635075	0.924451311108603
"Orthobunyavirus"	0.533616383838094	0.949717681352553
"Tospovirus"	0.341623399242142	0.908546652575618
"unclassified Peribunyaviridae"	0.386051215393735	0.916729358717957
"Horwuvirus"	0.276646960401919	0.87998246243607
"Gammainfluenzavirus"	0.430243789900337	0.920977247885965
"unclassified Fungi"	0.136694383217806	0.840749106358689
"Spizellomyces"	0.590871612661865	0.958127561780072
"Batrachochytrium"	0.362070491079813	0.915580161393657
"Homolaphlyctis"	0.308720192420604	0.903510855296232
"Rhizophlyctis"	0.548499333835083	0.955620318866293
"Caulochytrium"	0.528252791221405	0.949048205648483
"Blyttiomyces"	0.514888899505296	0.947303149400798
"Gonapodya"	0.563697009128677	0.953131953810099
"Piromyces"	0.445015987922465	0.937161615730065
"Enterocytozoon"	0.609278060112058	0.963028923890194
"Hepatospora"	0.479206426028383	0.940110213273413
"Nosema"	0.376644350848452	0.922597599732753
"Vittaforma"	0.479173384867819	0.933129987454193
"Encephalitozoon"	0.512785465342354	0.945137802650441
"Vavraia"	0.517284735489253	0.943875858962892
"Trachipleistophora"	0.541218596538011	0.946782256736491
"Edhazardia"	0.331252321537576	0.923596801239949
"Nematocida"	0.552346498478403	0.952809678287497
"Amphiamblys"	0.555927840995998	0.944959993745898
"Tubulinosema"	0.506594971790097	0.943161264705303
"Anncaliia"	0.471198017313729	0.943902244225756
"Allomyces"	0.339796645201616	0.917294837444491
"Rozella"	0.545700590862112	0.946509962449575
"Paramicrosporidium"	0.52418286962269	0.946547255166509
"Glomus"	0.752300433820594	0.980329382737053
"Rhizophagus"	0.852986571852649	0.989647907650225
"Oehlia"	0.511530819297423	0.949075212165186
"Gigaspora"	0.830450577759543	0.98846053210315
"Diversispora"	0.618062123424055	0.966646284468197
"Bifiguratus"	0.538902301391049	0.948758935100913
"Absidia"	0.636106789517271	0.965805716629481
"Gongronella"	0.612372444330925	0.960478584597289
"Rhizomucor"	0.0870481707209999	0.808937948714926
"Lichtheimia"	0.564397274157641	0.95578293718117
"Phycomyces"	0.640193153529599	0.967341902258644
"Mucor"	0.129690918839827	0.866023156227722
"Parasitella"	0.463176925331113	0.937004430395043
"Actinomucor"	0.564643652617634	0.956222237862837
"Apophysomyces"	0.544590168321419	0.951843113531778
"Choanephora"	0.246330742282503	0.885026563135591
"Rhizopus"	0.383356930862769	0.932445512876613
"Mortierella"	0.56474174781739	0.958382400081226
"Zoophagus"	0.429636674867383	0.924435956997958
"Acaulopage"	0.389577721866736	0.919428116575483
"Zoopage"	0.551307499116988	0.951181358231668
"Syncephalis"	0.557280788467937	0.95308132021922
"Piptocephalis"	0.538978423602955	0.951411903310143
"Thamnocephalis"	0.543126375388665	0.953596211628569
"Cochlonema"	0.390427853580425	0.913870344042109
"Coemansia"	0.588720170277522	0.95688348679334
"Dimargaris"	0.568564303307764	0.954265006310669
"Capniomyces"	0.607269085474905	0.961640978434288
"Smittium"	0.593443445697241	0.96377212307449
"Zancudomyces"	0.526598697801076	0.949169812861155
"Furculomyces"	0.552270145942126	0.952436337226717
"Conidiobolus"	0.565704248252039	0.956881795320318
"unclassified Ascomycota"	0.419411271616949	0.931229295610408
"Sclerotium"	0.625637355175939	0.96626264133995
"Schizosaccharomyces"	0.651786422172644	0.969210533052958
"Taphrina"	0.442942091735095	0.932111294185112
"Neolecta"	0.544590257750148	0.948225605536964
"Saitoella"	0.558875113850745	0.95247235144324
"Kluyveromyces"	0.726603686670078	0.97902016756801
"Pachysolen"	0.602303252774344	0.960043052542463
"Saccharomyces"	0.660504585762285	0.973376095643827
"Torulaspora"	0.202237109018632	0.876943449210627
"Zygosaccharomyces"	0.362898007466442	0.923828680200284
"Eremothecium"	0.290615818136002	0.907729396310432
"Citeromyces"	0.188269452160706	0.876630313320373
"Kazachstania"	0.470241712093211	0.949103562062544
"Tetrapisispora"	0.612449272268719	0.963403272812223
"Naumovozyma"	0.618287850535839	0.963390383838249
"Lachancea"	0.619321947878351	0.963347250003956
"unclassified Saccharomycetaceae"	0.574492172534085	0.954418504675278
"Nakaseomyces"	0.431231900035493	0.941276379866422
"Vanderwaltozyma"	0.598839179598564	0.961803648649242
"Zygotorulaspora"	0.615594611686603	0.962266072533541
"Yueomyces"	0.60173741916487	0.960069037820661
"Metschnikowia"	0.203761477340643	0.89973580709928
"Clavispora"	0.272294198601316	0.905092652268108
"Aciculoconidium"	0.628495452054061	0.964404067429606
"Kodamaea"	0.557381800733125	0.954246173347164
"Cephaloascus"	0.168379556260572	0.859940092103065
"Lipomyces"	0.227612325126527	0.88789151323667
"Yarrowia"	0.228709922690569	0.900479993835327
"Dipodascus"	0.584390240274662	0.956887099153539
"Geotrichum"	0.0764341231364136	0.809862210359708
"Sporopachydermia"	0.372494224075817	0.915208838819495
"Magnusiomyces"	0.612995241968938	0.960540129681242
"Hanseniaspora"	0.23033177862942	0.900697536654677
"Saccharomycodes"	0.147591878276333	0.860359441181623
"Saccharomycopsis"	0.397494796603383	0.937021063157675
"Ascoidea"	0.131358418032057	0.861067672811357
"Phaffomyces"	0.701127824672558	0.976453086260706
"Starmera"	0.638047927129	0.966221530002229
"Komagataella"	0.245315101252253	0.886982167524827
"Wickerhamomyces"	0.702012584754695	0.975501981324114
"Barnettozyma"	0.222357770370959	0.883472165955892
"Cyberlindnera"	0.0426801360307633	0.810142478278769
"Zygoascus"	0.478070457512299	0.938270994636807
"Blastobotrys"	0.371317973524176	0.926637215439336
"Wickerhamiella"	0.392960079346152	0.929488969932565
"Sugiyamaella"	0.517024693489414	0.94527728021565
"Spencermartinsiella"	0.198296758359752	0.866818799214999
"Diddensiella"	0.523182337479087	0.942861394794745
"Groenewaldozyma"	0.493513748103662	0.940547972412409
"Debaryomyces"	0.300635390272697	0.911523103334353
"Wickerhamia"	0.587834801360297	0.953889234904877
"Spathaspora"	0.728724674828051	0.978027578045428
"Hyphopichia"	0.579436953947166	0.956741783068192
"Kurtzmaniella"	0.539769141014882	0.952867822597485
"Millerozyma"	0.634461194414254	0.966346447219742
"Meyerozyma"	0.486694440329929	0.938724207075369
"Scheffersomyces"	0.194529691695896	0.877806669663202
"Babjeviella"	0.539829277469328	0.949902594955238
"Priceomyces"	0.617783926726165	0.957926208859017
"Yamadazyma"	0.447986157150321	0.939937753724703
"Peterozyma"	0.543491095508703	0.949245752649151
"Teunomyces"	0.405412297170967	0.924211230860644
"Suhomyces"	0.563332678130424	0.95832824249059
"Lodderomyces"	0.36204408235559	0.914087648303608
"Candida (1535326)"	0.0116637440907826	0.729959019996666
"Pichia"	0.545068844708255	0.957463364823425
"Brettanomyces"	0.676757028265065	0.969905146462339
"Saturnispora"	0.447992069369911	0.940224003851251
"Kregervanrija"	0.559856340604677	0.955769199282616
"Nakazawaea"	0.64308191824393	0.967326861792538
"Ogataea"	0.336968520571766	0.928657883235695
"Martiniozyma"	0.607975483007761	0.962946397065351
"Trigonopsis"	0.556023138365863	0.953475411503021
"Botryozyma"	0.63493380242162	0.963708779329721
"Tortispora"	0.391239895397708	0.923206020054888
"Alloascoidea"	0.323703863424422	0.913196653222558
"Candida (5475)"	0.659572681422497	0.968900378438845
"Ambrosiozyma"	0.694552792299769	0.974388573156021
"Nadsonia"	0.311799100060081	0.905749611824215
"Starmerella"	0.321877862231881	0.920883205002884
"Kuraishia"	0.274902730129457	0.896770556499298
"Deakozyma"	0.505001172174798	0.942296090489956
"Middelhovenomyces"	0.421661097535968	0.93278282652507
"Terfezia"	0.119499970446188	0.831320692132018
"Ascobolus"	0.33551059098155	0.906769473770525
"Morchella"	0.649481301754722	0.967941201603362
"Tuber"	0.163351196613062	0.886366224377312
"Choiromyces"	0.690921837192618	0.973079940709637
"Pyronema"	0.60514445871301	0.960335644447037
"Arthrobotrys"	0.46782294661432	0.937805083481027
"Dactylellina"	0.317053641399086	0.908070664754464
"Drechslerella"	0.571164031567043	0.956366637332733
"Endocalyx"	0.422987185358239	0.930809435247547
"unclassified Eurotiomycetes"	0.584341625785914	0.959037601686457
"Exophiala"	0.607916772206429	0.965297202640856
"Rhinocladiella"	0.549694133202081	0.949909230357867
"Phialophora (5600)"	0.541716316576374	0.951305656705586
"Fonsecaea"	0.466268424525369	0.939859741430087
"Capronia"	0.417471333943766	0.932946297949337
"Cladophialophora"	0.353294155802621	0.925848965514383
"unclassified Chaetothyriales"	0.583354147692743	0.957626297858191
"Arthrocladium"	0.600987543025866	0.960298301776169
"Cyphellophora"	0.386992106208938	0.915196133217994
"Endocarpon"	0.398041956681045	0.927679134992332
"Phaeomoniella"	0.603008214778989	0.958364028992536
"Pseudophaeomoniella"	0.70838058335468	0.975815709567033
"Talaromyces"	0.589473668744368	0.963685583732733
"Elaphomyces"	0.308665816367192	0.907942211767594
"Aspergillus"	0.363529558739731	0.935511589325867
"Penicillium"	0.110550018256259	0.866933086098123
"Monascus"	0.517746044022463	0.942837276465269
"Penicilliopsis"	0.317944512975264	0.904513663437313
"Basipetospora"	0.418187279376207	0.92927152414782
"Xeromyces"	0.560762248513336	0.952102345146767
"Thermoascus"	0.527830590062386	0.943902630986398
"Byssochlamys"	0.578546906372792	0.953023573207852
"Ascosphaera"	0.609251242140847	0.959617408754629
"Uncinocarpus"	0.380092568337952	0.920497429323284
"Amauroascus"	0.607816387689389	0.960929028223125
"Byssoonygena"	0.572539604298498	0.952494204809005
