"wi.ep"	"wi.eBH"
"V5virus"	0.531915841558024	0.987225176320296
"Felixo1virus"	0.565126228135845	0.990014118219683
"Ea214virus"	0.524738251882894	0.989018341471885
"Mooglevirus"	0.571155925182701	0.990585658686419
"C2virus"	0.531685447173513	0.989239587038273
"L5virus"	0.356666935440399	0.987080896530401
"T5virus"	0.554260075654247	0.990697229303571
"unclassified Siphoviridae"	0.748630961142588	0.994384207197191
"Spbetavirus"	0.522615001399434	0.989760571841816
"Yuavirus"	0.54837181206511	0.98868149206494
"Barnyardvirus"	0.527294616880468	0.989457332595779
"Che8virus"	0.485882882484217	0.988361610496254
"Corndogvirus"	0.532512094325443	0.989598017865256
"Liefievirus"	0.545906391017067	0.989571228475945
"Hk578virus"	0.524133099877076	0.988859428341886
"Omegavirus"	0.537321564499442	0.989299848754236
"P23virus"	0.521643253068792	0.988453372442947
"Phicbkvirus"	0.5621072620012	0.989953364819833
"E125virus"	0.553559279538927	0.990005674010405
"Phietavirus"	0.576964058809573	0.990564168772447
"Sap6virus"	0.544853111582286	0.990117320931637
"Sfi11virus"	0.575765849036146	0.990034026785038
"Sfi21dt1virus"	0.454462813654239	0.987737200298017
"Sk1virus"	0.571231838474208	0.990094892609012
"Tm4virus"	0.531459915012863	0.989485208790401
"Wbetavirus"	0.560154742353649	0.990438089754209
"Nonagvirus"	0.576271025030124	0.990603414506722
"Septima3virus"	0.542472432051471	0.990797201909241
"Seuratvirus"	0.522356417502829	0.989536018344818
"Sextaecvirus"	0.557094298885431	0.989210690789632
"Korravirus"	0.55223031184268	0.990023323564827
"Mudcatvirus"	0.519735921453432	0.990029368496648
"Ab18virus"	0.540185482457402	0.990369398286119
"Demosthenesvirus"	0.528740539573534	0.989415107504495
"Eiauvirus"	0.520943624820683	0.989444599725918
"Gordonvirus"	0.534222573756601	0.989984878638667
"Jenstvirus"	0.565669761156477	0.989472997152247
"Np1virus"	0.483533417323117	0.989781856750504
"P12002virus"	0.499762213765371	0.98947581959541
"P12024virus"	0.534453773904371	0.985701671636649
"Pa6virus"	0.489555057593379	0.989568282735067
"Pamx74virus"	0.526554334781592	0.989034412353938
"Pepy6virus"	0.54297225743996	0.988178130414661
"Pis4avirus"	0.535567495693674	0.988614984567835
"Rer2virus"	0.502784555780967	0.989663700125024
"Smoothievirus"	0.56734680570054	0.990611478584867
"Titanvirus"	0.51519129728596	0.98834091949969
"Ydn12virus"	0.546674933947851	0.98922284804733
"Wildcatvirus"	0.524385014824766	0.990060502559568
"Cronusvirus"	0.503719594115993	0.989162305894416
"Vendettavirus"	0.494562492562879	0.988309949861743
"Hk97virus"	0.518678270571735	0.988258076512516
"Wizardvirus"	0.533798122145739	0.98900216770607
"K1gvirus"	0.541270421051621	0.989496819212612
"Kp36virus"	0.484648974775765	0.98783581760267
"Rtpvirus"	0.565565245327489	0.989048860405039
"Rogue1virus"	0.573626511066315	0.990653568806612
"unclassified Tunavirinae"	0.592401512491948	0.991101489372522
"Likavirus"	0.528875381568557	0.98983559853986
"R4virus"	0.524731343367513	0.98989764847187
"Acadianvirus"	0.582574510274087	0.990374236007542
"Coopervirus"	0.510615054721278	0.98928229951473
"Pipefishvirus"	0.533174771034149	0.98982935470598
"Rosebushvirus"	0.507641065767113	0.989589837196832
"unclassified Bclasvirinae"	0.591077710250999	0.99017116293729
"Reyvirus"	0.546463124395493	0.98931432889433
"Bignuzvirus"	0.534645593702532	0.989733759962988
"Fishburnevirus"	0.534740079562448	0.989636864063024
"Che9cvirus"	0.488696291346164	0.989337800294868
"Brujitavirus"	0.553122295048363	0.989597099783809
"Una4virus"	0.563327714681068	0.99025142525774
"Nymphadoravirus"	0.510941763901076	0.988701937274184
"unclassified Podoviridae"	0.413340260880417	0.987479899861444
"Bpp1virus"	0.56717775561733	0.990143982891848
"Phieco32virus"	0.518785496112104	0.989526035917279
"Bcep22virus"	0.532358960063445	0.99019434636458
"Lit1virus"	0.510808702126297	0.990091656419764
"Luz7virus"	0.522166472798096	0.989260578771546
"Jwalphavirus"	0.568942762132787	0.990085290441928
"T7virus"	0.591439960012604	0.990656170849877
"Sp6virus"	0.531602874692472	0.988958834500483
"unclassified Autographivirinae"	0.404431545613377	0.98787348985952
"Fri1virus"	0.552035331469701	0.99035093065483
"Pradovirus"	0.511144851165164	0.988894600811566
"unclassified Picovirinae"	0.495003168787601	0.988608783493823
"unclassified Caudovirales"	0.566212195970438	0.989963745154036
"Caudovirales: environmental samples"	0.53212154906159	0.989478721574121
"Ag3virus"	0.53614856862447	0.989008765945466
"Ascovirus"	0.52540711152513	0.989314866626087
"unclassified dsDNA phages"	0.548068275433732	0.990224193148763
"Asfivirus"	0.514953162592338	0.988775721845973
"Gammapapillomavirus"	0.498400239315375	0.988842851516217
"Alphapapillomavirus"	0.51363132697764	0.988274685392643
"Betapapillomavirus"	0.52538722248884	0.989596991524332
"unclassified Polyomaviridae"	0.559267655978559	0.990397219687985
"Betapolyomavirus"	0.645896523958788	0.991347275783523
"Deltapolyomavirus"	0.541809387201444	0.989432133807621
"Whispovirus"	0.530102551579884	0.989505116485846
"unclassified Bicaudaviridae"	0.541613758391164	0.989454037779098
"Simplexvirus"	0.550069665084616	0.990163225772413
"Varicellovirus"	0.530760537420931	0.989974392339206
"Mardivirus"	0.560983309137773	0.989499724278947
"Cytomegalovirus"	0.539843613623092	0.990307837389895
"Roseolovirus"	0.58102914337733	0.990787747442464
"Proboscivirus"	0.494538363598699	0.989162419384489
"Lymphocryptovirus"	0.515978985786252	0.989353117346362
"Rhadinovirus"	0.56485023446389	0.990194904510325
"Cyprinivirus"	0.554862604823537	0.990104966497284
"Ostreavirus"	0.423973590901522	0.98569043440687
"Mimivirus"	0.4755864265477	0.988331148508064
"Cafeteriavirus"	0.527659485974673	0.989369981792708
"Tupanvirus"	0.507548515045356	0.987540313393631
"Indivirus"	0.565434638729604	0.990079075052386
"Catovirus"	0.499505322827054	0.989302687708512
"Hokovirus"	0.580101150505253	0.989337541330284
"Klosneuvirus"	0.500662113874084	0.98930398071192
"Marseillevirus"	0.534353774829859	0.98968492327773
"unclassified Marseilleviridae"	0.505791121970682	0.989688971349887
"Glossinavirus"	0.543323762680377	0.989450303137107
"unclassified Nudiviridae"	0.542560683271308	0.990416025508593
"Betalipothrixvirus"	0.544291018685893	0.990321478162918
"unclassified Lipothrixviridae"	0.578650960478062	0.990516459786096
"Gammasphaerolipovirus"	0.532329897502882	0.988686681031656
"Mavirus"	0.530971069375736	0.988698254930342
"Sputnikvirus"	0.571665059649093	0.989481270875762
"unclassified archaeal dsDNA viruses"	0.547936050272399	0.990530451537541
"Orthoreovirus"	0.554372537758913	0.989265332988464
"Orbivirus"	0.532091581024876	0.988907683073212
"Rotavirus"	0.518546652572971	0.987820046853739
"Leishmaniavirus"	0.538651263220622	0.989272565869992
"unclassified dsRNA viruses"	0.547676234222064	0.989071599768727
"Pithovirus"	0.565488087956543	0.989815501881262
"Pandoravirus"	0.467870949665089	0.986555608753068
"Alphavirus"	0.584071242294094	0.990016784759965
"Hepacivirus"	0.498512747583553	0.988383971342534
"Tritimovirus"	0.614866346061568	0.991421510625551
"Mamastrovirus"	0.548664083133368	0.989712021303227
"Closterovirus"	0.559783647726305	0.990477581443941
"Betaarterivirus"	0.547545256934879	0.989404491614047
"Alphacoronavirus"	0.517792581498375	0.983218631740641
"Betacoronavirus"	0.565377340782403	0.98863328709022
"Polerovirus"	0.545079695191811	0.989385801935669
"unclassified Picornaviridae"	0.534969095387968	0.989519246507628
"Cosavirus"	0.551260439872186	0.989846214633638
"Nepovirus"	0.551917387209624	0.990608638458322
"unclassified Iflaviridae"	0.592705477743734	0.990390802393737
"unclassified Tymoviridae"	0.555844593091712	0.989622549955071
"Respirovirus"	0.524959261153561	0.988271636965761
"Ebolavirus"	0.52620167406856	0.988373791181202
"Vesiculovirus"	0.519096456752307	0.988743569506302
"unclassified Rhabdoviridae"	0.541475003104029	0.989063001620605
"Varicosavirus"	0.575057288245976	0.990161408277988
"Hapavirus"	0.522333064391311	0.985418504248007
"Mammarenavirus"	0.558820117014861	0.990232107390819
"Orthohantavirus"	0.512054107901959	0.989090400113099
"Orthobunyavirus"	0.558387733356664	0.989558222864962
"Tospovirus"	0.547032211428121	0.989288468235394
"unclassified Peribunyaviridae"	0.543671504899534	0.982155862317159
"Horwuvirus"	0.477923706579308	0.988188192202832
"unclassified Fungi"	0.566849998979645	0.989966322427642
"Spizellomyces"	0.599062511665823	0.990928509837938
"Batrachochytrium"	0.199646434757677	0.981139197796955
"Homolaphlyctis"	0.606163258053077	0.990206201995113
"Rhizophlyctis"	0.573014931204655	0.990368176908695
"Caulochytrium"	0.615270321881038	0.99068459153999
"Blyttiomyces"	0.523965359710058	0.99009184311238
"Gonapodya"	0.518836050686473	0.989820240076965
"Piromyces"	0.622378691246735	0.990585175175413
"Enterocytozoon"	0.616823920058311	0.991795462318173
"Hepatospora"	0.610819383342356	0.989866616990921
"Nosema"	0.542254856934532	0.988848433233594
"Vittaforma"	0.551890584260307	0.989256922797304
"Encephalitozoon"	0.514252423699345	0.988735902546145
"Vavraia"	0.57059399417573	0.99055473165375
"Trachipleistophora"	0.546381136432348	0.989273841342563
"Edhazardia"	0.786871732424559	0.994635247352522
"Nematocida"	0.501347551314385	0.98929988711476
"Amphiamblys"	0.516575170248904	0.989741545898245
"Tubulinosema"	0.476816447677848	0.987971408068434
"Anncaliia"	0.49818602302864	0.989125916458533
"Allomyces"	0.56151593200034	0.989514294577655
"Rozella"	0.50838627900526	0.989119265487727
"Paramicrosporidium"	0.567179347052606	0.990270026145126
"Glomus"	0.725449965085985	0.99375577740542
"Rhizophagus"	0.659444524653113	0.991593834388811
"Oehlia"	0.583162919506491	0.990932172280488
"Gigaspora"	0.733837213288707	0.992930664954269
"Diversispora"	0.647333615863614	0.992418310868117
"Bifiguratus"	0.593520422266727	0.990668917068412
"Absidia"	0.637217393125736	0.99173146599828
"Gongronella"	0.501119394859662	0.989068005254026
"Rhizomucor"	0.604388551722792	0.99112398454163
"Lichtheimia"	0.608698462499611	0.990411069348589
"Phycomyces"	0.656043656568224	0.991755313855626
"Mucor"	0.664480191632542	0.991487560325919
"Parasitella"	0.34780308334536	0.986220880827296
"Actinomucor"	0.349220942387825	0.986433595574031
"Apophysomyces"	0.642647585370229	0.991374777010625
"Choanephora"	0.56342133725553	0.989082863199112
"Rhizopus"	0.681713410446057	0.991915569593803
"Mortierella"	0.478733833240917	0.987913596451156
"Zoophagus"	0.5571698964146	0.989152179833069
"Acaulopage"	0.399029579485018	0.985943285575284
"Zoopage"	0.463767185849338	0.989182081805657
"Syncephalis"	0.565590990085417	0.989431595019202
"Piptocephalis"	0.488231494217384	0.98907827320961
"Thamnocephalis"	0.542487879369661	0.98890899092148
"Cochlonema"	0.449981232434785	0.986488292226903
"Coemansia"	0.475430830787927	0.988094809976212
"Dimargaris"	0.387088176663615	0.986863556004128
"Capniomyces"	0.587487459201932	0.99073762424489
"Smittium"	0.107468459750539	0.983067574381643
"Zancudomyces"	0.58944371464625	0.99132329530201
"Furculomyces"	0.571253304166762	0.990866532825572
"Conidiobolus"	0.631913614436251	0.991208947548849
"unclassified Ascomycota"	0.523044917653341	0.989259123880133
"Sclerotium"	0.455762688715763	0.988429397195677
"Schizosaccharomyces"	0.327262555103831	0.985868665066368
"Taphrina"	0.452339503096969	0.987637927863306
"Neolecta"	0.583962949833415	0.990459967769167
"Saitoella"	0.560245168494382	0.990427447770038
"Kluyveromyces"	0.59879248586843	0.991200008166149
"Pachysolen"	0.626655948479454	0.990281538414328
"Saccharomyces"	0.038574531533182	0.982904983419586
"Torulaspora"	0.19509107165749	0.980228447885036
"Zygosaccharomyces"	0.080495030871472	0.977928763855539
"Eremothecium"	0.235683168805717	0.984971666576234
"Citeromyces"	0.297607088954461	0.984940064431145
"Kazachstania"	0.333544383665779	0.985307018012907
"Tetrapisispora"	0.47805339294384	0.988255894323166
"Naumovozyma"	0.597996624914702	0.991250032933829
"Lachancea"	0.672182274999751	0.992582268257262
"unclassified Saccharomycetaceae"	0.554439627989719	0.990910345561461
"Nakaseomyces"	0.770320600001386	0.994523108794112
"Vanderwaltozyma"	0.582828339590809	0.989552371216529
"Zygotorulaspora"	0.585917673134788	0.990278578873612
"Yueomyces"	0.445683917232154	0.986772156006234
"Metschnikowia"	0.17154307257519	0.983421690921111
"Clavispora"	0.644849717318441	0.99078422727999
"Aciculoconidium"	0.191147475619167	0.973334908253076
"Kodamaea"	0.580547634149036	0.99019481564297
"Cephaloascus"	0.567615957600742	0.990215352955909
"Lipomyces"	0.606497094821838	0.990927719862358
"Yarrowia"	0.137851726260424	0.983180704472547
"Dipodascus"	0.467923263483393	0.988272407465501
"Geotrichum"	0.515846532669754	0.989087519040822
"Sporopachydermia"	0.608326807412972	0.990871639988228
"Magnusiomyces"	0.677229776188935	0.99267804383483
"Hanseniaspora"	0.533883566218494	0.9898461238253
"Saccharomycodes"	0.325961845586103	0.98618975267853
"Saccharomycopsis"	0.359513508999963	0.986136242816555
"Ascoidea"	0.655454897997212	0.992326539902537
"Phaffomyces"	0.669637710646566	0.99158814590938
"Starmera"	0.670160868326558	0.992817871083719
"Komagataella"	0.566226858990558	0.990605259101945
"Wickerhamomyces"	0.348197120530484	0.985451864572882
"Barnettozyma"	0.637466680095503	0.991309592873161
"Cyberlindnera"	0.527027103013408	0.989110521601345
"Zygoascus"	0.597808883429436	0.989248634515291
"Blastobotrys"	0.649366626839521	0.991081257107099
"Wickerhamiella"	0.58573498613502	0.989413878300601
"Sugiyamaella"	0.526839133838317	0.988977550941
"Spencermartinsiella"	0.533687537457125	0.989882735949561
"Diddensiella"	0.561612070090845	0.990491113998755
"Groenewaldozyma"	0.488829423988228	0.988728904445812
"Debaryomyces"	0.665110388114315	0.991982984024045
"Wickerhamia"	0.504008456713871	0.9887871775204
"Spathaspora"	0.417637623442402	0.986418689439248
"Hyphopichia"	0.496960011755777	0.989779982874237
"Kurtzmaniella"	0.667412731798871	0.992439871132389
"Millerozyma"	0.590767686376942	0.990617571943514
"Meyerozyma"	0.457717663449338	0.988054522289135
"Scheffersomyces"	0.307631353550419	0.984941325558277
"Babjeviella"	0.515751125242522	0.988721623329109
"Priceomyces"	0.430681145038924	0.987489905420698
"Yamadazyma"	0.388114585869319	0.987160817431146
"Peterozyma"	0.451767066215676	0.987158514550109
"Teunomyces"	0.616581323911559	0.991128186855943
"Suhomyces"	0.680400294597093	0.992147798907911
"Lodderomyces"	0.477868188919595	0.988977553529983
"Candida (1535326)"	0.47881458274399	0.987788124906737
"Pichia"	0.4361827595983	0.9874860618495
"Brettanomyces"	0.493210204242768	0.988874333174053
"Saturnispora"	0.474191793601218	0.988013993876189
"Kregervanrija"	0.659914008193313	0.992513846839957
"Nakazawaea"	0.51795020619178	0.988904995839547
"Ogataea"	0.314555865077705	0.984972697801394
"Martiniozyma"	0.599534717461025	0.990073798050463
"Trigonopsis"	0.503785006316548	0.989089225484816
"Botryozyma"	0.567305494445471	0.990144925566548
"Tortispora"	0.598589460753611	0.990795035496037
"Alloascoidea"	0.637957926734961	0.991136042104275
"Candida (5475)"	0.528224550102977	0.988580107791604
"Ambrosiozyma"	0.762604384051894	0.994020805796075
"Nadsonia"	0.613694313157682	0.991436227718879
"Starmerella"	0.754436961723036	0.993779129758707
"Kuraishia"	0.594124323717747	0.990904955856798
"Deakozyma"	0.576223190608037	0.990683896201
"Middelhovenomyces"	0.499965898061899	0.989433956480683
"Terfezia"	0.590129836071991	0.99064989177061
"Ascobolus"	0.582438037977096	0.990247923030332
"Morchella"	0.636375750731251	0.991044511778758
"Tuber"	0.150008546504906	0.983241586580847
"Choiromyces"	0.336926417967048	0.985885420415931
"Pyronema"	0.605834663362574	0.991150421747634
"Arthrobotrys"	0.603253892563331	0.990134294257369
"Dactylellina"	0.456773396046981	0.988323950464415
"Drechslerella"	0.576048639766619	0.990570747092881
"Endocalyx"	0.668015208383814	0.992134414044178
"unclassified Eurotiomycetes"	0.681525827522573	0.992271681155963
"Exophiala"	0.0795250819472554	0.982995224563227
"Rhinocladiella"	0.526137774524898	0.988100335579727
"Phialophora (5600)"	0.549162629139627	0.989018380549835
"Fonsecaea"	0.657828807308717	0.992047930683228
"Capronia"	0.628823170894377	0.991602356675554
"Cladophialophora"	0.173105750755691	0.983824815674873
"unclassified Chaetothyriales"	0.178618471952929	0.982344999732442
"Arthrocladium"	0.597122563139484	0.990347035258269
"Cyphellophora"	0.549539780586392	0.989619108823864
"Endocarpon"	0.17375774033637	0.980194048696611
"Phaeomoniella"	0.513846360933353	0.989064963002983
"Pseudophaeomoniella"	0.651591624426319	0.99131328689497
"Talaromyces"	0.0380417428447282	0.979798351142363
"Elaphomyces"	0.47660631006385	0.988083862260746
"Aspergillus"	0.360379667835155	0.98554124555686
"Penicillium"	0.252615422052406	0.983844607074788
"Monascus"	0.537717706328826	0.989108921720822
"Penicilliopsis"	0.426597741295923	0.987526348244573
"Basipetospora"	0.614051211743137	0.991317016118801
"Xeromyces"	0.393776533948411	0.986808678784078
"Thermoascus"	0.592857594345763	0.990322121570011
"Byssochlamys"	0.562737374819448	0.990521005368227
"Ascosphaera"	0.541720232511854	0.98892386343907
"Uncinocarpus"	0.520543150596448	0.989103126424928
"Amauroascus"	0.588835326109638	0.990714976951334
"Byssoonygena"	0.600445362821516	0.990442200888475
"Ophidiomyces"	0.554871251528396	0.990197996680773
"Trichophyton"	0.442144953267196	0.987708521151891
"Microsporum"	0.614195377275215	0.991370452920151
"Nannizzia"	0.570651225112145	0.989898065788538
"Histoplasma"	0.653500141793819	0.991550751851917
"Emmonsia"	0.220715263802416	0.984021263015349
"Polytolypa"	0.446586936253848	0.987040230169193
"Blastomyces"	0.726735669365517	0.992948380688687
"Helicocarpus"	0.497813277590087	0.988368294392693
"Emergomyces"	0.514350462295836	0.989343050421555
"Malbranchea"	0.567900789486791	0.990775142370785
"Coccidioides"	0.671994508418154	0.992477222227442
"Paracoccidioides"	0.332343223216933	0.985785008715286
"Chrysosporium"	0.480358316669035	0.987456148906737
"Cyanodermella"	0.59594367150215	0.991590515536231
"Cladonia"	0.62526918295939	0.991297289253608
"Ramalina"	0.522263349617448	0.990230449470493
"Evernia"	0.448968687359309	0.988589970792327
"Pseudevernia"	0.621851365100424	0.991452267719449
"Cetradonia"	0.527617776920305	0.989253765120577
"Gyalolechia"	0.54579399880193	0.989601029861155
"Lasallia"	0.523152168479049	0.989846405082301
"Umbilicaria"	0.190043848296273	0.981661683352169
"Xylona"	0.52090957106703	0.987212789358881
"Symbiotaphrina"	0.561414718408045	0.989706474217425
"Arthonia"	0.549065446273701	0.98965406708371
"Peltaster"	0.450894151116908	0.987982507545506
"Macrophomina"	0.584715448260907	0.991020134303008
"Botryosphaeria"	0.575819382502722	0.989711734910472
"Diplodia"	0.409474035241986	0.986929336908555
"Lasiodiplodia"	0.607137843837589	0.991249164346334
"Neofusicoccum"	0.546071489910142	0.989221684741551
"Neoscytalidium"	0.56809635406144	0.990273295571219
"Venturia"	0.350265941365347	0.986291917411216
"Verruconis"	0.344640559439128	0.983998690837434
"Coniosporium"	0.597305846740972	0.99103361629747
"Aureobasidium"	0.443644803445968	0.986895076635752
"Elsinoe"	0.586535076006893	0.990776930332092
"Sphaceloma"	0.52400418405116	0.990460542898118
"Cercospora"	0.627447083871557	0.990818509711401
"Mycosphaerella"	0.636018154757107	0.991332709446428
"Ramularia"	0.503353361996023	0.988104270132314
"Passalora"	0.607917536338427	0.991218149964481
"Pseudocercospora"	0.312539648701707	0.986036567492778
"Sphaerulina"	0.551451578854434	0.989198180909665
"Dothistroma"	0.60804135958818	0.990331278735274
"Zasmidium"	0.407925523418134	0.987223983140358
"Lecanosticta"	0.528327008828797	0.98965083397061
"Microcyclosporella"	0.400333529262823	0.980614623425652
"Zymoseptoria"	0.642419537629928	0.991704535386388
"Mycosphaerelloides"	0.606087142876858	0.99174540017541
"Exutisphaerella"	0.557781707938899	0.990219657621322
"Nothophaeocryptopus"	0.610390606302697	0.990454940527928
"Cladosporium"	0.594789346412769	0.990059554849205
"Rachicladosporium"	0.416299687041676	0.986741381862724
"Hortaea"	0.28578192137094	0.983217284721877
"Teratosphaeria"	0.421773543664443	0.987969174316306
"Baudoinia"	0.507301663181233	0.987985061431918
"Ramichloridium"	0.618796378444119	0.991303869866814
"Acidomyces"	0.536469584853485	0.98929439132322
"Microcyclospora"	0.557486231266364	0.990593553047801
"Aeminium"	0.261601241066499	0.974775289593009
"Beverwykella"	0.471700256471677	0.989014361590314
"Corynespora"	0.547929060692359	0.98999170004053
"Phaeosphaeria"	0.550786485800995	0.989163920356446
"Parastagonospora"	0.460202170105758	0.987645156153173
"Pyrenophora"	0.624748440226557	0.991453521530903
"Curvularia"	0.604569728399195	0.990736789511139
"Alternaria"	0.738737982026725	0.994051299352678
"Bipolaris"	0.520256933770553	0.988294744668196
"Exserohilum"	0.527848551962498	0.989410279398189
"Stemphylium"	0.420091388901	0.986563582495909
"Leptosphaeria"	0.287099916459984	0.985022992882805
"Pyrenochaeta"	0.56198969444053	0.990151128590426
"Ascochyta"	0.441983202992413	0.988301648615081
"Phoma"	0.58851165025468	0.991450173543668
"Epicoccum"	0.581066878922203	0.989915700619385
"Pseudopyrenochaeta"	0.523116734332658	0.985977927281177
"Paraphaeosphaeria"	0.451950092313063	0.98877363074662
"Stagonospora"	0.564803832342821	0.989557360645662
"Periconia"	0.564124742409756	0.990251138967822
"Lepidopterella"	0.619445955623801	0.99115992934888
"Cenococcum"	0.650026864936838	0.992597360213818
"Glonium"	0.546647093588993	0.99001416728702
"Erysiphe"	0.657978354767175	0.9917832637928
"Blumeria"	0.834357549655066	0.995868798309224
"Oidium"	0.590346352506845	0.99062026645557
"Golovinomyces"	0.677053032209109	0.991870530734382
"Hymenoscyphus"	0.692840485312027	0.992238775460698
"Glarea"	0.558248890033365	0.990236341828221
"Ascocoryne"	0.528413134637065	0.989342733259303
"Articulospora"	0.231331396499186	0.977256651102285
"Sclerotinia"	0.0886050829137577	0.982272600120708
"Botrytis"	0.557657607935256	0.990113347570962
"Myriosclerotinia"	0.603462319926579	0.99015077945909
"Monilinia"	0.16507073503815	0.983489170617186
"Ciborinia"	0.488842342467094	0.986723013664399
"Hymenotorrendiella"	0.579604797828228	0.990404360675274
"Hyaloscypha"	0.496410340269501	0.989712783594814
"Arachnopeziza"	0.536899740950101	0.988517803742332
"Proliferodiscus"	0.594196033669048	0.991199917033302
"Lachnum"	0.394100533829376	0.986459149813006
"Hyphodiscus"	0.559981048442273	0.989825476209331
"Pezicula"	0.48691234109684	0.987967994261348
"Marssonina"	0.585622086597423	0.990645529701897
"Diplocarpon"	0.630224139271541	0.991338977548439
"Pirottaea"	0.0675820549939211	0.95808230769605
"Lanzia"	0.532498953926964	0.990040910198728
"Clarireedia"	0.509885940613515	0.988506377501342
"Neobulgaria"	0.490762376608195	0.987233839978947
"Pezoloma"	0.572564412285578	0.989552012203699
"Chlorencoelia"	0.586128625540835	0.990595543126281
"Chlorociboria"	0.49955020919258	0.988730404656784
