"wi.ep"	"wi.eBH"
"Dioscorea bacilliform RT virus 1"	0.397634860246107	0.894824618704879
"Banana streak virus"	0.519236100325046	0.929349700659827
"Banana streak CA virus"	0.46003534989167	0.91476047594426
"Blackberry Virus F"	0.458514574131292	0.912373802566329
"Sweet potato collusive virus"	0.458797727354311	0.9198534473281
"Petunia vein clearing virus"	0.489220253789488	0.9249851327551
"Tobacco vein clearing virus"	0.491974825381708	0.926926678845803
"Sweet potato vein clearing virus"	0.499465928785446	0.923928963517232
"Leptopilina boulardi filamentous virus"	0.434831446328935	0.912628890279595
"Faustovirus"	0.398474198415093	0.897128020204118
"Mollivirus sibericum"	0.490331629345597	0.923614436522838
"Lake Sarah-associated circular molecule 8"	0.409720949368872	0.901846255435316
"Lake Sarah-associated circular virus-22"	0.431236520088655	0.907795187359588
"Virus Rctr197k"	0.427927954117454	0.90777550458456
"Virus Rctr41k"	0.459303296725695	0.909131759358123
"Virus Rctr71"	0.469142265085929	0.92099095645471
"Posavirus sp."	0.460273141209152	0.915459436704061
"Pacmanvirus A23"	0.458057085532876	0.91635278226568
"Faustovirus ST1"	0.458733627609007	0.916140124784768
"Hudisavirus sp."	0.463214082842067	0.914149116187958
"Pleurochrysis sp. endemic virus 1b"	0.434976178602664	0.909728739678334
"Tetraselmis virus 1"	0.50831858489633	0.926890097066477
"Circular genetic element sp."	0.484628085999045	0.92598236934993
"Siegesbeckia yellow vein betasatellite"	0.430585167430976	0.913025451869835
"Red-crowned crane parvovirus"	0.426900708883086	0.90417425381778
"Primate protoparvovirus 1"	0.492310572625607	0.920037517189997
"Ungulate protoparvovirus 2"	0.517740367411841	0.929177047864112
"Primate bocaparvovirus 1"	0.480836759950408	0.921336403628231
"Maize streak virus"	0.432852668492193	0.91020758887441
"Panicum streak virus"	0.496225118380102	0.920647657550882
"Mungbean yellow mosaic virus"	0.441859186146938	0.91200070757297
"Sweet potato leaf curl virus"	0.480650346267001	0.923925536761859
"Cotton leaf curl Gezira virus"	0.482160963506663	0.91899493778018
"Squash leaf curl China virus"	0.40842466137691	0.906329643883012
"Honeysuckle yellow vein virus"	0.478909516160689	0.921444763998052
"Sida yellow blotch virus"	0.489779864101451	0.92316909253116
"Poophage MBI-2016a"	0.374540495901365	0.894375722488846
"Human gut microviridae SH-CHD12"	0.435902371643525	0.909055353214213
"Escherichia phage SECphi17"	0.371564476206054	0.891266027789957
"Microvirus sp."	0.520947181340434	0.93467058731917
"Microviridae sp."	0.508380192562262	0.935935238673081
"Alces alces faeces associated microvirus MP15 5067"	0.513688788374023	0.931809698150344
"Apis mellifera associated microvirus 5"	0.505873437300123	0.929408298823044
"Apis mellifera associated microvirus 58"	0.499611245977952	0.923800431426071
"Gokushovirinae Bog1183_53"	0.421626366915002	0.913123207995253
"Gokushovirus WZ-2015a"	0.57966895559287	0.946886408590538
"Human gut gokushovirus"	0.510851177777664	0.92991888937038
"Escherichia virus phiK"	0.412869163944757	0.906105657760733
"Escherichia virus ID21"	0.39830610286747	0.895855625527867
"Escherichia virus NC28"	0.444127738461028	0.904308945339585
"Escherichia virus NC29"	0.420345121882095	0.906502892058248
"Escherichia virus Talmos"	0.421690071403345	0.908499916980943
"Escherichia virus G4"	0.261116492121422	0.860088148941625
"Escherichia virus phiX174"	0.204374055108063	0.828021120864805
"Enterobacteria phage phiX174 sensu lato"	0.215199567308755	0.834427041836408
"Salmonella phage alphaalpha"	0.241660221017783	0.848851964110004
"Inoviridae sp."	0.479105949583983	0.920747523071365
"Dragonfly larvae associated circular virus-9"	0.447824851167945	0.914216974284807
"CRESS virus sp."	0.381975321396316	0.891335718997898
"Circoviridae sp."	0.387901560730157	0.897492348808222
"Chicken anemia virus"	0.526626742132037	0.934672916871265
"Avian gyrovirus 2"	0.511170438022213	0.925729221840611
"Gyrovirus 4"	0.46181664639146	0.915130818632156
"Torque teno virus"	0.478196416154184	0.921138005877567
"Gorilla anellovirus"	0.401346362950965	0.902827562824718
"Anelloviridae sp."	0.129581690112905	0.797559426445648
"Torque teno virus 1"	0.39838991186126	0.895384891992365
"Torque teno virus 3"	0.43762317119522	0.914455310988852
"Torque teno virus 5"	0.425389337017878	0.902469198837834
"Torque teno virus 6"	0.478857929704297	0.915386836583777
"Torque teno virus 7"	0.422719108962752	0.903685681621546
"Torque teno virus 8"	0.392965107722267	0.905756898849436
"Torque teno virus 10"	0.425666363146899	0.907166653637337
"Torque teno virus 12"	0.445640318546834	0.907436231926169
"Torque teno virus 15"	0.377466357538148	0.894691886923099
"Torque teno virus 16"	0.433737986562077	0.911128638791686
"Torque teno virus 18"	0.451268581444902	0.917071108749013
"Torque teno virus 19"	0.382139743961666	0.898394734149873
"Torque teno virus 22"	0.455857204753809	0.916457433695887
"Torque teno virus 23"	0.472447944634607	0.917446690316941
"Torque teno virus 29"	0.455723198740133	0.916748029513312
"Torque teno midi virus 13"	0.397038179151896	0.899036663552723
"Chicken stool-associated gemycircularvirus"	0.504276117029904	0.923201329306695
"Pteropus associated gemykolovirus 1"	0.412592132263164	0.908336650748142
"Cotia virus"	0.510375315904533	0.929348321796788
"Eptesipox virus"	0.46155055014435	0.914078684651382
"Salmon gill poxvirus"	0.465987458201107	0.921207917542698
"Cowpox virus"	0.416192615098265	0.902877607088546
"Sea otter poxvirus"	0.471499058928158	0.91643369459457
"Pseudocowpox virus"	0.403020333739678	0.902996865512862
"Bovine papular stomatitis virus"	0.465068597525397	0.924798110350233
"Pigeonpox virus"	0.427527035017847	0.906847475490536
"Canarypox virus"	0.49296671421612	0.924014101320995
"Turkeypox virus"	0.441207005883285	0.911041509946016
"Penguinpox virus"	0.507371051294629	0.928737240794087
"Sheeppox virus"	0.506933630546413	0.92767165095098
"Myxoma virus"	0.466248742116353	0.916677756801854
"Molluscum contagiosum virus"	0.500668422255032	0.922828461190249
"BeAn 58058 virus"	0.471564185980171	0.920947562810437
"Squirrelpox virus"	0.430821188483355	0.911208117240146
"Nile crocodilepox virus"	0.433856297888694	0.9093329179599
"Pteropox virus"	0.43180628500882	0.908599513567814
"Yokapox virus"	0.478530625012232	0.915568035916708
"Choristoneura biennis entomopoxvirus"	0.451608993023823	0.913399585258825
"Amsacta moorei entomopoxvirus"	0.390024801420182	0.896689193446347
"Mythimna separata entomopoxvirus"	0.469651761676577	0.918393870359592
"Adoxophyes honmai entomopoxvirus"	0.46487695125904	0.917047276353258
"Choristoneura rosaceana entomopoxvirus"	0.418306663846783	0.898555599048428
"Anomala cuprea entomopoxvirus"	0.461714657959376	0.919827059045503
"Melanoplus sanguinipes entomopoxvirus"	0.498620998385279	0.92692214214098
"Spodoptera frugiperda multiple nucleopolyhedrovirus"	0.418120091475329	0.90494096464596
"Helicoverpa armigera nucleopolyhedrovirus"	0.523421420827233	0.928232968434401
"Buzura suppressaria nucleopolyhedrovirus"	0.501378200555181	0.928344383062325
"Antheraea pernyi nucleopolyhedrovirus"	0.539847839167376	0.933874612279492
"Mamestra configurata nucleopolyhedrovirus A"	0.377681159415784	0.88927616927926
"Agrotis ipsilon multiple nucleopolyhedrovirus"	0.478643763144902	0.923955367360755
"Adoxophyes honmai nucleopolyhedrovirus"	0.551357879096719	0.938627851010895
"Orgyia pseudotsugata multiple nucleopolyhedrovirus"	0.448193669843303	0.912273068855194
"Bombyx mori nucleopolyhedrovirus"	0.382009100209176	0.896615090218601
"Autographa californica multiple nucleopolyhedrovirus"	0.367718741336991	0.88838434908983
"Chrysodeixis chalcites nucleopolyhedrovirus"	0.483783949959908	0.921172210300259
"Trichoplusia ni single nucleopolyhedrovirus"	0.528005684493016	0.932523882793324
"Chrysodeixis includens nucleopolyhedrovirus"	0.464099020803709	0.912881935905909
"Maruca vitrata nucleopolyhedrovirus"	0.467251898547053	0.913757369170837
"Sucra jujuba nucleopolyhedrovirus"	0.415141357452693	0.902200152503659
"Operophtera brumata nucleopolyhedrovirus"	0.430813651976342	0.909548290378826
"Condylorrhiza vestigialis MNPV"	0.415141755086067	0.901447632266478
"Cryptophlebia leucotreta granulovirus"	0.509168347525497	0.926423531812702
"Xestia c-nigrum granulovirus"	0.495893266618205	0.92718111772505
"Choristoneura fumiferana granulovirus"	0.419933360214427	0.904295306676103
"Epinotia aporema granulovirus"	0.444774431081199	0.911448546469343
"Erinnyis ello granulovirus"	0.518006438174493	0.928963807377648
"Helicoverpa armigera granulovirus"	0.33814446841184	0.883911572915141
"Clostera anastomosis granulovirus B"	0.535614026698787	0.93530743912003
"Mocis latipes granulovirus"	0.439928676768898	0.908523040880454
"Neodiprion lecontei nucleopolyhedrovirus"	0.480436918730886	0.923313653074205
"Sulfolobus spindle-shaped virus"	0.50743767328534	0.9289151460898
"Campoletis sonorensis ichnovirus"	0.468265236883751	0.913085780274139
"Glypta fumiferanae ichnovirus"	0.454223316529049	0.917564942450884
"Chelonus inanitus bracovirus"	0.492015312558529	0.922784922874194
"Cotesia congregata bracovirus"	0.497842701891567	0.924700420471983
"Glyptapanteles indiensis bracovirus"	0.470943409927479	0.917146092525706
"Diolcogaster facetosa bracovirus"	0.456940672505378	0.918863730274431
"Anopheles minimus irodovirus"	0.47299820205543	0.920562345171982
"Daphnia iridovirus 1"	0.479639664087049	0.920097569617637
"Cherax quadricarinatus iridovirus"	0.419424490549486	0.905280833751289
"Invertebrate iridescent virus 1"	0.443496716268182	0.908047348475923
"Invertebrate iridescent virus 6"	0.457505835897675	0.920791717828402
"Invertebrate iridescent virus 9"	0.517291432334591	0.932019843865704
"Invertebrate iridescent virus 22"	0.480126175656087	0.920327766235117
"Invertebrate iridescent virus 31"	0.459522191808413	0.921485720181608
"Invertebrate iridovirus 25"	0.41502246615271	0.898445158544572
"Acanthocystis turfacea chlorella virus 1"	0.503149103894869	0.925795720830837
"Paramecium bursaria Chlorella virus A1"	0.387759220794393	0.896643496934432
"Paramecium bursaria Chlorella virus CVB-1"	0.43283552075688	0.912874611030586
"Paramecium bursaria Chlorella virus CVG-1"	0.450455165996669	0.912257998630278
"Paramecium bursaria Chlorella virus CZ-2"	0.342675795527803	0.881609844923313
"Paramecium bursaria Chlorella virus Can18-4"	0.482215379977337	0.923858117622976
"Paramecium bursaria Chlorella virus CviKI"	0.433463254994361	0.909092826858406
"Paramecium bursaria Chlorella virus Fr5L"	0.425238300021158	0.89732062429066
"Paramecium bursaria Chlorella virus NE-JV-1"	0.401945273847259	0.905954169547552
"Paramecium bursaria Chlorella virus NW665.2"	0.485223016562702	0.922318970751994
"Paramecium bursaria Chlorella virus OR0704.2.2"	0.460033019098925	0.918824316708327
"Acanthocystis turfacea Chlorella virus MN0810.1"	0.488221782440308	0.919390485687123
"Acanthocystis turfacea Chlorella virus NE-JV-2"	0.448914931541489	0.916547516019918
"Acanthocystis turfacea Chlorella virus NTS-1"	0.452352208744157	0.916501915763687
"Acanthocystis turfacea Chlorella virus TN603.4.2"	0.463333631145282	0.920121467049167
"Only Syngen Nebraska virus 5"	0.460885733243795	0.911776128840287
"Micromonas pusilla virus SP1"	0.495475107866205	0.919964247507233
"Micromonas sp. RCC1109 virus MpV1"	0.427554635447714	0.903465496707253
"Bathycoccus sp. RCC1105 virus BpV"	0.470062644972088	0.914387421510484
"Ostreococcus tauri virus RT-2011"	0.392419307587267	0.897630509425036
"Yellowstone lake phycodnavirus 1"	0.407521340929212	0.898762987659685
"Yellowstone lake phycodnavirus 2"	0.409515594763521	0.895095747512328
"Yellowstone lake phycodnavirus 3"	0.464999257561291	0.91703012606463
"Dishui lake phycodnavirus 1"	0.511818907277708	0.932226246455608
"Feldmannia species virus"	0.508484760682398	0.929181688506762
"Organic Lake phycodnavirus 1"	0.538475247046783	0.938120813735296
"Organic Lake phycodnavirus 2"	0.413041597606277	0.901807546135577
"Organic Lake phycodnavirus"	0.487496505818306	0.923011090269313
"Chrysochromulina ericina virus"	0.466621305651382	0.920492421977884
"Aureococcus anophagefferens virus"	0.43727595493582	0.906908644777048
"Orpheovirus IHUMI-LCC2"	0.526925776768871	0.934473607358275
"Heterosigma akashiwo virus 01"	0.482769642119384	0.923851417929597
"Human mastadenovirus B"	0.477290128487951	0.916510631664091
"Murine mastadenovirus A"	0.544597674860294	0.937905190908177
"Human mastadenovirus E"	0.463870320719976	0.912770595746167
"Human mastadenovirus D"	0.409881933384224	0.904329739881275
"Simian mastadenovirus D"	0.431145834309562	0.905163073372726
"Bat mastadenovirus F"	0.4562066321561	0.915536888814328
"Bat mastadenovirus G"	0.386993612911939	0.895888295204272
"Simian mastadenovirus I"	0.492121659688478	0.927794594508764
"Bovine adenovirus E"	0.455520665575846	0.911691057192667
"Frog siadenovirus A"	0.50922402740124	0.928083276447791
"Pseudomonas virus PRD1"	0.488197268302174	0.924330244036142
"Alteromonadaceae phage B23"	0.509984580729239	0.928019911230612
"Clostridium phage c-st"	0.418051727275958	0.909217594470616
"Streptococcus phage EJ-1"	0.518820300681503	0.930700657239305
"Yersinia phage phiR1-37"	0.378582570419943	0.882094565690876
"Cyanobacteria phage AS-1"	0.444929449036318	0.916986694818301
"Pseudomonas phage PA11"	0.431214417018177	0.910060522176847
"Lactobacillus phage KC5a"	0.471197888129727	0.91750288727606
"Thermus phage phiYS40"	0.539180249469795	0.939370999730041
"Synechococcus phage S-SM2"	0.483147294183152	0.920461544289112
"Prochlorococcus phage P-RSM4"	0.507407658911725	0.928948203609209
"Synechococcus phage S-SSM5"	0.466648099924628	0.913167204745664
"Synechococcus phage S-SSM7"	0.49168665444047	0.92488829380185
"Prochlorococcus phage P-HM2"	0.459853862138215	0.911887234431347
"Cyanophage P-RSM1"	0.440534195191978	0.902816971758888
"Synechococcus phage S-SSM4"	0.460098987439449	0.917348169373315
"Mycobacterium phage Myrna"	0.496305974118138	0.926343371209833
"Synechococcus phage S-RIM2"	0.444856215191683	0.906583168004521
"Cyanophage S-RIM50"	0.506265059455948	0.933509178836396
"Thermus phage TMA"	0.484794147924311	0.925190662409811
"Synechococcus phage S-IOM18"	0.389099209038707	0.897925446986736
"Vibrio phage 11895-B1"	0.565793162758853	0.943182757602624
"Synechococcus phage S-RIM8"	0.505038527248547	0.926707213527483
"Cellulophaga phage phiSM"	0.437739004157863	0.904578466856107
"Prochlorococcus phage MED4-213"	0.424836969103522	0.90287713963169
"Cyanophage P-RSM6"	0.433868601619614	0.905025181061956
"Enterobacteria phage phi92"	0.403464176033428	0.900710098530254
"Synechococcus phage S-CRM01"	0.471834342765159	0.92198510312485
"Pseudomonas phage OBP"	0.466352020333961	0.917232633135645
"Bdellovibrio phage phi1422"	0.492068498340417	0.924104816157783
"Cronobacter phage vB_CsaM_GAP32"	0.454684508444879	0.916940415066993
"Sphingomonas phage PAU"	0.479331745127866	0.916127698188543
"Clostridium phage phiMMP04"	0.4213850744787	0.898398462606652
"Cyanophage S-RIM12"	0.446628889342329	0.915268110552579
"Cyanophage S-RIM32"	0.408621218122739	0.900147554255415
"Pelagibacter phage HTVC008M"	0.457379006064395	0.919808824723078
"Cronobacter phage S13"	0.456856632298312	0.918262519006658
"Pseudomonas phage PaBG"	0.485080511717563	0.923746577698725
"Thermus phage T72"	0.481345042872477	0.923235767604836
"Pectobacterium bacteriophage PM2"	0.431922305363172	0.906977501320374
"Klebsiella phage K64-1"	0.551933551161377	0.938087108873424
"Pseudomonas phage phiPsa374"	0.465527324600082	0.920126604542729
"Flavobacterium sp. phage 1/32"	0.512669306004336	0.925399944827289
"Shewanella sp. phage 1/40"	0.462447331955854	0.914746115678011
"Rhizobium phage vB_RleM_P10VF"	0.471488913905982	0.92145248221892
"Bacillus phage Mater"	0.435782021847575	0.908378385110168
"Prochlorococcus phage P-TIM68"	0.46557952401356	0.912855943360453
"Escherichia phage 121Q"	0.508392526926004	0.93135302225882
"Lactobacillus phage LfeInf"	0.387394689140179	0.893827585577666
"Clostridium phage phiCD481-1"	0.476704768786977	0.915892354129277
"Cyanophage P-TIM40"	0.450366896805715	0.91174563860904
"Acinetobacter phage vB_AbaM_phiAbaA1"	0.351570873901807	0.886193659795299
"Fusobacterium phage Funu1"	0.496326844399222	0.928336959450235
"Stenotrophomonas phage vB_SmaS-DLP_6"	0.437689610999859	0.903651458608422
"Salmonella phage 40"	0.404993871094105	0.90550841644966
"Salmonella phage 41"	0.439856313913376	0.911132598145366
"Pseudoalteromonas phage H101"	0.43779283119864	0.912383692040368
"Klebsiella phage vB_KpnM_KB57"	0.402816351931604	0.898469818743991
"Pseudomonas phage VCM"	0.479824822096367	0.922181468310586
"Bacillus phage vB_BpuM-BpSp"	0.456015588205637	0.909679983966733
"Bacillus phage BM5"	0.489872701488657	0.927360828513471
"Vibrio phage vB_VmeM-32"	0.546039040595215	0.936988840790934
"Bacillus phage Eldridge"	0.479565332999708	0.921942029646895
"Pseudomonas phage vB_PsyM_KIL1"	0.431999473672398	0.91170094428749
"Pectobacterium phage CBB"	0.464591680717677	0.916512752466343
"Bacillus phage Shbh1"	0.501033908496177	0.924828883047222
"Pseudomonas phage phiPMW"	0.456119752834381	0.915791379858161
"Pseudomonas phage pf16"	0.520627273391334	0.93343113108133
"Acinetobacter phage vB_AbaM_ME3"	0.423404110058588	0.905934775209103
"Morganella phage vB_MmoM_MP1"	0.422982253351279	0.900119739006632
"Phage NCTB"	0.489098720534005	0.926768853442849
"Klebsiella phage KPN2"	0.43818367359898	0.908396249482091
"Vibrio phage S4-7"	0.408133785437569	0.904277154023292
"Synechococcus phage S-CAM7"	0.515072261121144	0.931819744162673
"Klebsiella phage vB_KpnM_BIS47"	0.398220493419099	0.89866470780627
"Pseudoalteromonas phage PH357"	0.511766363971628	0.930261919320604
"Aeromonas phage 32"	0.471876425137426	0.918525501830889
"Aeromonas phage 59.1"	0.467627062763014	0.921790742485084
"Serratia phage BF"	0.445971301707953	0.914500022035771
"Shewanella phage SppYZU01"	0.467222952120518	0.912273512772176
"Shewanella phage SppYZU05"	0.487257457386842	0.926291466082314
"Clostridioides phage phiSemix9P1"	0.499153429328056	0.924959350487642
"Erwinia phage vB_EamM_Y3"	0.486281047908811	0.923515874997774
"Vibrio phage JSF5"	0.42525772909139	0.906242923496106
"Escherichia phage ST32"	0.509412319210425	0.927895936281621
"Serratia phage X20"	0.459335221766405	0.911652043351082
"Salicola phage SCTP-2"	0.558422526769477	0.938458757325703
"Serratia phage 2050HW"	0.428262311233326	0.908707915618493
"Pseudomonas phage PPSC2"	0.462086604185509	0.915973905847039
"Xanthomonas phage XacN1"	0.577672059057198	0.937386530750782
"Klebsiella phage 1611E-K2-1"	0.355571282798626	0.883346802679202
"Pseudomonas phage ventosus"	0.505179077080789	0.930057973440809
"Yersinia phage fHe-Yen9-03"	0.43171159763458	0.909932897258493
"Raoultella phage Ro1"	0.357651028709486	0.889097083088758
"Plesiomonas phage phiP4-7"	0.467942105595047	0.918172061010902
"Klebsiella phage vB_Kpn_F48"	0.456469084618404	0.915575340829726
"Faecalibacterium phage FP_Lagaffe"	0.494779348382009	0.927015859820937
"Yersinia phage fEV-1"	0.398758410735117	0.889041613537629
"Lactobacillus phage Nyseid"	0.420250207192436	0.904930961063773
"Lactobacillus phage Semele"	0.396726708690787	0.90038964534814
"Escherichia phage EcS1"	0.496550922257478	0.927497457912744
"Rhodococcus phage Finch"	0.50850936975613	0.93248107954248
"Aeromonas phage 62AhydR11PP"	0.365202445330279	0.893178863916354
"Erwinia phage vB_EamM_Alexandra"	0.505487155387287	0.932679535831781
"Acinetobacter phage SH-Ab 15599"	0.51842948648137	0.929361336029794
"Myoviridae sp."	0.548086105402946	0.937050920603624
"Vibrio phage BONAISHI"	0.432397264291495	0.910458784559066
"Dickeya phage vB_DsoM_AD1"	0.482137197643192	0.921014250286225
"Citrobacter phage Maroon"	0.428004689826681	0.906771153024075
"Streptomyces phage Darolandstone"	0.443215523723036	0.910469099521358
"Brevibacterium phage Cantare"	0.492816107159223	0.927478447592877
"Proteus phage Mydo"	0.408548192717505	0.906343126520187
"Thermus phage YS40_Isch"	0.510064876328028	0.932257899859655
"Aerococcus phage vB_AviM_AVP"	0.479777417534637	0.921136658590515
"Salmonella phage Munch"	0.406040546693812	0.904473690411049
"Mycobacterium phage Tonenili"	0.482838327401373	0.922065916979043
"Pseudomonas phage 201phi2-1"	0.490571047745537	0.924170503706121
"Pseudomonas phage Phabio"	0.527598952397457	0.932679498122004
"Pseudomonas phage Noxifer"	0.471525591458358	0.91983068404201
"Burkholderia virus Bcep1"	0.44676135366701	0.901364761174831
"Burkholderia virus BcepNY3"	0.421607558205778	0.903193453225676
"Burkholderia virus BcepF1"	0.457780593824536	0.916831083474353
"Pseudomonas virus Ab28"	0.406770755157592	0.901460635455991
"Pseudomonas virus F8"	0.45067736233992	0.911542508544763
"Pseudomonas virus PB1"	0.445929450580495	0.913681295022815
"Pseudomonas phage vB_Pae_PS44"	0.450156936265992	0.909730627581133
"Pseudomonas phage vB_PaeM_PAO1_Ab27"	0.415860413882411	0.905747050010167
"Pseudomonas phage vB_PaeM_CEB_DP1"	0.447437569236905	0.905145921825098
"Pseudomonas phage tabernarius"	0.419968383233612	0.909525865252963
"Pseudomonas phage E79"	0.425151491551524	0.909776865223844
"Bacillus virus Bobb"	0.495030144064005	0.927320601008371
"Bacillus phage PK16"	0.427524623537188	0.900853260498682
"Clostridium virus phiCD119"	0.485307156841931	0.919822267522657
"Acinetobacter virus AB1"	0.461047912846938	0.91254536072347
