"wilcox_stats"	"wilcox_p"	"padj"
"Veillonella atypica"	221.5	0.0593583370825763	0.969008495889484
"Veillonella dispar"	225.5	0.0441895688688522	0.969008495889484
"Actinomyces oris"	198	0.253942842858225	0.969008495889484
"Atopobium parvulum"	195	0.295393786563825	0.969008495889484
"Bacteroides fragilis"	209	0.137750988816907	0.969008495889484
"Bacteroides thetaiotaomicron"	171	0.778204951427373	0.969008495889484
"Bacteroides uniformis"	163	0.975042131450218	0.983747864766738
"Bacteroides vulgatus"	179	0.594393672223145	0.969008495889484
"Bacteroides eggerthii"	150.5	0.739330127436062	0.969008495889484
"Bacteroides ovatus"	152	0.778204951427373	0.969008495889484
"Bacteroides sp."	169	0.824348414753019	0.969008495889484
"Bacteroides stercoris"	178	0.616308426106269	0.969008495889484
"Bacteroides caccae"	181	0.551641468052456	0.969008495889484
"Bacteroides sp. AR29"	166	0.899112316761127	0.969008495889484
"Bacteroides cellulosilyticus"	182.5	0.515927154933229	0.969008495889484
"Bacteroides plebeius"	179	0.594393672223145	0.969008495889484
"Bacteroides intestinalis"	195	0.299686895369054	0.969008495889484
"Bacteroides finegoldii"	170.5	0.787651580591343	0.969008495889484
"Bacteroides dorei"	139	0.490414440873405	0.969008495889484
"Bacteroides xylanisolvens"	165	0.925221526461552	0.97710310738463
"Bacteroides sp. 1_1_30"	163.5	0.962087341020236	0.983747864766738
"Bacteroides sp. 3_1_13"	157	0.89891143529237	0.969008495889484
"Bacteroides sp. 3_1_23"	179	0.589622758743573	0.969008495889484
"Bacteroides sp. 3_1_33FAA"	147	0.65689973768627	0.969008495889484
"Bacteroides sp. 4_3_47FAA"	180	0.568323326216442	0.969008495889484
"Bacteroides sp. 9_1_42FAA"	181	0.551641468052456	0.969008495889484
"Bacteroides sp. 1_1_14"	167	0.873950940634944	0.969008495889484
"Bacteroides sp. 2_2_4"	186	0.451669996124221	0.969008495889484
"Bacteroides sp. 3_1_40A"	171	0.775443975547844	0.969008495889484
"Bacteroides sp. D2"	152	0.775218521095162	0.969008495889484
"Bacteroides sp. D22"	153	0.802319719207566	0.969008495889484
"Bacteroides oleiciplenus"	198.5	0.247133423222076	0.969008495889484
"Bacteroides sartorii"	142	0.551641468052456	0.969008495889484
"Bacteroides faecis"	176	0.656151468720277	0.969008495889484
"Bacteroides sp. HMSC067B03"	156	0.874031505373981	0.969008495889484
"Bacteroides sp. HMSC073E02"	165.5	0.91163393444186	0.971836175395568
"Bacteroides caecimuris"	156.5	0.886603650181348	0.969008495889484
"Bacteroides sp. NMBE5"	120	0.189113136914059	0.969008495889484
"Bacteroides sp. AF39-11AC"	163	0.974714725901381	0.983747864766738
"Bacteroides sp. AF32-15BH"	166	0.898354414787138	0.969008495889484
"Bacteroides sp. AF39-10AT"	137	0.445928971229445	0.969008495889484
"Bacteroides sp. AM16-13"	139	0.484738741739853	0.969008495889484
"Bacteroides sp. AM23-18"	149	0.702737177655874	0.969008495889484
"Bacteroides sp. AM25-34"	137	0.445928971229445	0.969008495889484
"Bacteroides sp. AM37-9"	148	0.680190393132546	0.969008495889484
"Bacteroides sp. AM54-2NS"	143	0.567549171717161	0.969008495889484
"Bacteroides sp. CF01-10NS"	189	0.391934383563619	0.969008495889484
"Bacteroides sp. OF03-11BH"	169.5	0.811730929985045	0.969008495889484
"Bacteroides sp. AF32-8BH"	182	0.523016800649353	0.969008495889484
"Bacteroides sp. AM56-10ce"	175	0.680307121862441	0.969008495889484
"uncultured Bacteroides sp."	180	0.572833076084031	0.969008495889484
"Bacteroides sp. CAG:754"	155	0.849201412898229	0.969008495889484
"Alistipes finegoldii"	124	0.24041474824554	0.969008495889484
"Porphyromonas sp. 31_2"	142.5	0.555583495903067	0.969008495889484
"Prevotella sp."	199	0.240899758645645	0.969008495889484
"Prevotella copri"	195	0.299686895369054	0.969008495889484
"uncultured Prevotella sp."	202	0.207727762521011	0.969008495889484
"uncultured Prevotellaceae bacterium"	168	0.851082093827173	0.969008495889484
"Parabacteroides distasonis"	154	0.826619435476136	0.969008495889484
"Parabacteroides merdae"	154	0.824415175402208	0.969008495889484
"Parabacteroides sp. 20_3"	154	0.823834040807637	0.969008495889484
"Parabacteroides sp. D26"	129	0.30795276833614	0.969008495889484
